Date,Multiple Reports,Lease Type,District,RRC Identifier,Field Name,Lease Name,Gas Well ID,Lease Total,Commingle Permit No.,On Hand Beginning of Month,Production,rrc_oil_volume,Code,On Hand End of Month,Formation Production,rrc_gas_volume,Code.1,Normalized_Field_Name,Normalized_Reservoir_Name,Net Oil Volume to Trust (RRC),Net Oil Sales Volume to Trust (RRC),Net Gas Volume to Trust (RRC),Net Gas Sales Volume to Trust (RRC)
2021-10-01,,Oil,8.0,51558.0,ARMER (6350),6 POUNDER SW,,,8250.0,41,636,640,0.0,37,"4,195",4195,2.0,ARMER,6350,320.0,240.0,2097.5,1573.125
2021-10-01,,Oil,8.0,52339.0,ARMER (6350),6 POUNDER NESW,,,8250.0,70,"1,038",1047,0.0,61,"4,889",4889,2.0,ARMER,6350,523.5,392.625,2444.5,1833.375
2021-10-01,Y,Oil,8.0,52471.0,ARMER (6350),YELLOW JACK NW,,,8539.0,104,"1,044",1066,0.0,82,"4,864",4864,2.0,ARMER,6350,533.0,399.75,2432.0,1824.0
2021-10-01,Y,Oil,8.0,52831.0,ARMER (6350),YELLOW JACK SWSW,,,8539.0,58,533,549,0.0,42,"1,852",1852,2.0,ARMER,6350,274.5,205.875,926.0,694.5
2021-10-01,Y,Oil,8.0,52899.0,ARMER (6350),6 POUNDER SENE,,,8250.0,30,336,341,0.0,25,"5,938",5938,2.0,ARMER,6350,170.5,127.875,2969.0,2226.75
2021-10-01,,Oil,8.0,53087.0,ARMER (6350),6 POUNDER NWSW,,,8250.0,187,"2,947",2961,0.0,173,"7,523",7523,2.0,ARMER,6350,1480.5,1110.375,3761.5,2821.125
2021-10-01,Y,Oil,8.0,53148.0,ARMER (6350),LANDLUBBER 94,,,8026.0,12,207,201,0.0,18,"2,408",2408,2.0,ARMER,6350,100.5,75.375,1204.0,903.0
2021-10-01,,Oil,8.0,53161.0,ARMER (6350),STEDE BONNET,,,9194.0,121,"2,327",2316,0.0,132,"2,754",2742,2.0,ARMER,6350,1158.0,868.5,1371.0,1028.25
2021-10-01,,Oil,8.0,53167.0,ARMER (6350),6 POUNDER SWNW,,,8250.0,274,"3,931",3975,0.0,230,"3,497",3497,2.0,ARMER,6350,1987.5,1490.625,1748.5,1311.375
2021-10-01,Y,Oil,8.0,53168.0,ARMER (6350),STEDE BONNET NW,,,9194.0,87,"1,434",1440,0.0,81,"11,145",11145,2.0,ARMER,6350,720.0,540.0,5572.5,4179.375
2021-10-01,,Oil,8.0,20283.0,BLOCK B-21 (TUBB),"WADDELL, W. N., ETAL",,,4030.0,0,0,0,,0,0,0,,BLOCK B-21,TUBB,0.0,0.0,0.0,0.0
2021-10-01,,Gas,8.0,19634.0,BLOCK 27 (MCKEE),"WADDELL, W. N., ET AL",  565  ,,,0,0,0,,0,0,0,,BLOCK 27,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,,Gas,8.0,34093.0,BLOCK 27 (MCKEE),"WADDELL, W. N., ET AL",  417  ,,,0,0,0,,0,0,0,,BLOCK 27,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,,Gas,8.0,35607.0,BLOCK 27 (MCKEE),"WADDELL, W. N., ET AL",  889  ,,,0,0,0,,0,468,468,2.0,BLOCK 27,MCKEE,0.0,0.0,234.0,175.5
2021-10-01,,Gas,8.0,35665.0,BLOCK 27 (MCKEE),"WADDELL, W. N., ET AL",  896  ,,,0,0,0,,0,"1,213",1213,2.0,BLOCK 27,MCKEE,0.0,0.0,606.5,454.875
2021-10-01,,Oil,8.0,21511.0,"BLOCK 31, NW. (PENN UPPER)","WADDELL, W. N.",,,3805.0,290,223,170,1.0,343,22,22,2.0,BLOCK 31,PENN UPPER,85.0,63.75,11.0,8.25
2021-10-01,,Oil,8.0,39805.0,"BLOCK 31, NW. (PENN UPPER)",ROADRUNNER 1,,,,542,82,360,1.0,264,36,36,2.0,BLOCK 31,PENN UPPER,180.0,135.0,18.0,13.5
2021-10-01,,Oil,8.0,9908.0,C-BAR (SAN ANDRES),"WADDELL, W. N., ETAL",,,4405.0,0,0,0,,0,0,0,,C-BAR,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,690.0,CORDONA LAKE,"WADDELL, W.N. ET AL TR. -I-",,,,23,78,92,1.0,9,"5,792",5792,2.0,CORDONA LAKE,CORDONA LAKE,46.0,34.5,2896.0,2172.0
2021-10-01,,Oil,8.0,15557.0,"CORDONA LAKE, NORTH (DEVONIAN)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,15,145,143,1.0,17,550,550,2.0,CORDONA LAKE,DEVONIAN,71.5,53.625,275.0,206.25
2021-10-01,,Oil,8.0,20062.0,"CORDONA LAKE, NORTH (TUBB 4500)","WADDELL, W. N. ET AL TR. I",,,3803.0,26,35,57,1.0,4,5,5,2.0,CORDONA LAKE,TUBB 4500,28.5,21.375,2.5,1.875
2021-10-01,,Oil,8.0,19893.0,"CORDONA LAKE, SW. (DEV.)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,44,449,440,1.0,53,123,123,2.0,CORDONA LAKE,DEV.,220.0,165.0,61.5,46.125
2021-10-01,,Oil,8.0,19608.0,"CORDONA LAKE, WEST (DEV.)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,108,"1,455",1392,1.0,171,"9,664",9664,2.0,CORDONA LAKE,DEV.,696.0,522.0,4832.0,3624.0
2021-10-01,Y,Oil,8.0,20417.0,"COWDEN, NORTH",BLOCK 9 UNIT,,,,293,0,0,,179,0,0,,COWDEN,"COWDEN, NORTH",0.0,0.0,0.0,0.0
2021-10-01,,Oil,8.0,53786.0,CRAWAR (SAN ANDRES CONS.),MAN OF WAR,,,7903.0,0,0,0,,0,0,0,,CRAWAR,SAN ANDRES CONS.,0.0,0.0,0.0,0.0
2021-10-01,,Oil,8.0,17168.0,DELL (SAN ANDRES),WADDELL,,,,158,99,170,1.0,87,0,0,,DELL,SAN ANDRES,85.0,63.75,0.0,0.0
2021-10-01,,Oil,8.0,1224.0,DUNE,"WADDELL, W. N.",,T,,"1,250","12,304",7203,0.0,"1,803","7,463",7463,2.0,DUNE,DUNE,3601.5,2701.125,3731.5,2798.625
2021-10-01,,,8.0,1224.0,DUNE,"WADDELL, W. N.",,,5399.0,6,126,124,1.0,8,,0,,DUNE,DUNE,62.0,46.5,0.0,0.0
2021-10-01,,,8.0,1224.0,DUNE,"WADDELL, W. N.",,,5424.0,910,"9,424",7203,0.0,"1,328",,0,,DUNE,DUNE,3601.5,2701.125,0.0,0.0
2021-10-01,,,8.0,1224.0,DUNE,"WADDELL, W. N.",,,7764.0,158,842,859,1.0,134,,0,,DUNE,DUNE,429.5,322.125,0.0,0.0
2021-10-01,,,8.0,1224.0,DUNE,"WADDELL, W. N.",,,9999.0,176,"1,912",1755,1.0,333,,0,,DUNE,DUNE,877.5,658.125,0.0,0.0
2021-10-01,,Oil,8.0,11915.0,DUNE (WOLFCAMP),"WADDELL, W. N.",,,5399.0,1,14,14,1.0,1,1,1,2.0,DUNE,WOLFCAMP,7.0,5.25,0.5,0.375
2021-10-01,,Oil,8.0,20732.0,"EDWARDS -04-, S. (7900)","WADDELL, W. N.",,,,0,0,0,,0,6,6,2.0,EDWARDS -04-,7900,0.0,0.0,3.0,2.25
2021-10-01,,Oil,8.0,25313.0,G. P. M. (PENN.),"HOGG, FAY HUNTER",,,,43,83,0,,126,23,23,2.0,G. P. M.,PENN.,0.0,0.0,11.5,8.625
2021-10-01,Y,Gas,8.0,36023.0,"GOLDSMITH, EAST (GRAYBURG)",ECTOR -AU- FEE,    2  ,,,115,0,0,,115,0,0,,GOLDSMITH,GRAYBURG,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,36820.0,"GOLDSMITH, EAST (QUEEN)",SCHARBAUER -N-,,,,0,0,0,,0,0,0,,GOLDSMITH,QUEEN,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,185905.0,"GOLDSMITH, EAST (QUEEN)","SCHARBAUER ""G""",    8  ,,,,0,0,,0,0,0,,GOLDSMITH,QUEEN,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,20084.0,"GOLDSMITH, N. (SAN ANDRES, CON.)",SCHARBAUER -N-,,,,18,0,0,,18,0,0,,GOLDSMITH,"SAN ANDRES, CON.",0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3218.0,KERMIT,"WALTON, J. B.",,,5009.0,292,0,0,,147,0,0,,KERMIT,KERMIT,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3264.0,KERMIT (ELLENBURGER),STATE WALTON -E-,,,,257,0,0,,356,0,0,,KERMIT,ELLENBURGER,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,36172.0,KERMIT (MCKEE),STATE WALTON -E- A/C 4,,,,122,0,0,,32,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,159640.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   27  ,,,180,0,0,,113,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,176381.0,KERMIT (MCKEE),STATE-WALTON -E- A/C 4,    1M ,,5439.0,,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,177879.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   36M ,,5439.0,,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,178576.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   35M ,,5439.0,,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,178577.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   37M ,,5439.0,,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,202802.0,KERMIT (MCKEE),STATE WALTON -E-,   34M ,,5439.0,,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,20262.0,KERMIT (YATES),STATE-WALTON,   36 C,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,39223.0,KERMIT (YATES),"WALTON, J. B.",  300 U,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,113075.0,KERMIT (YATES),"WALTON, J. B.",  218  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,125356.0,KERMIT (YATES),"WALTON, J. B.",  319  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,125849.0,KERMIT (YATES),STATE WALTON,   76  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,125923.0,KERMIT (YATES),"WALTON, J. B.",  320  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,125924.0,KERMIT (YATES),"WALTON, J. B.",  321  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126251.0,KERMIT (YATES),"WALTON, J. B.",  324  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126252.0,KERMIT (YATES),"WALTON, J. B.",  325  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126253.0,KERMIT (YATES),"WALTON, J. B.",  327  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126254.0,KERMIT (YATES),"WALTON, J. B.",  328  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126255.0,KERMIT (YATES),"WALTON, J. B.",  329  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,126354.0,KERMIT (YATES),"WALTON, J. B.",  296  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,128612.0,KERMIT (YATES),STATE-WALTON,   71  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,128948.0,KERMIT (YATES),"WALTON, J. B.",  330  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,128959.0,KERMIT (YATES),"WALTON, J. B.",  335  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,129967.0,KERMIT (YATES),"WALTON, J. B.",  337  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,129968.0,KERMIT (YATES),"WALTON, J. B.",  338  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130227.0,KERMIT (YATES),"WALTON, J. B.",  332  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130310.0,KERMIT (YATES),"WALTON, J. B.",  339  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130375.0,KERMIT (YATES),"WALTON, J. B.",  342  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130531.0,KERMIT (YATES),STATE-WALTON,   85  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130657.0,KERMIT (YATES),"WALTON, J. B.",  341  ,,5009.0,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,130798.0,KERMIT (YATES),"WALTON, J. B.",  286  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,131342.0,KERMIT (YATES),STATE WALTON,   87  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,131343.0,KERMIT (YATES),STATE WALTON,   86  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,131838.0,KERMIT (YATES),"WALTON, J. B.",  314  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,132004.0,KERMIT (YATES),"WALTON, J. B.",  336  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,133925.0,KERMIT (YATES),STATE WALTON,   88  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,134801.0,KERMIT (YATES),"WALTON, J. B.",  346  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,150248.0,KERMIT (YATES),"WALTON, J. B.",  194  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,150252.0,KERMIT (YATES),"WALTON, J.B. AC/2",  198  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,151063.0,KERMIT (YATES),STATE WALTON,   67  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,153552.0,KERMIT (YATES),STATE WALTON,   69  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,154633.0,KERMIT (YATES),"WALTON, J. B.",  297  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,156468.0,KERMIT (YATES),"WALTON, J. B.",  301  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,159638.0,KERMIT (YATES),"WALTON, J. B",  348  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,163363.0,KERMIT (YATES),"WALTON, J. B.",  291  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,166074.0,KERMIT (YATES),"WALTON, J. B.",  295  ,,,,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,166717.0,KERMIT (YATES),"WALTON, J. B.",  310  ,,5009.0,0,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3286.0,KEYSTONE (COLBY),STATE-WALTON A/C 2,,,,106,0,0,,203,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3287.0,KEYSTONE (COLBY),"WALTON, J. B. A/C 2",,,5009.0,410,0,0,,545,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3317.0,KEYSTONE (COLBY),"BASHARA, J. M.",,,3626.0,115,0,0,,69,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,3320.0,KEYSTONE (COLBY),"PERKINS, J. J. -B- UPPER",,,,59,0,0,,59,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,27106.0,KEYSTONE (COLBY),KEYSTONE CATTLE COMPANY,,,5122.0,134,0,0,,8,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,31917.0,KEYSTONE (COLBY),WADDELL,,,5584.0,,0,0,,0,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,257525.0,KEYSTONE (COLBY),"WALTON, J. B. A/C 2",  347  ,,5009.0,,0,0,,0,0,0,,KEYSTONE,COLBY,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,46977.0,KEYSTONE (CONSOLIDATED),BASHARA-PROTHRO,,,,741,0,0,,785,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,46979.0,KEYSTONE (CONSOLIDATED),"BASHARA, J. M.",,,,142,0,0,,185,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,46980.0,KEYSTONE (CONSOLIDATED),KEYSTONE CATTLE CO.,,,,,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,46984.0,KEYSTONE (CONSOLIDATED),"BASHARA, M. J.",,,,,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,46985.0,KEYSTONE (CONSOLIDATED),EAST KEYSTONE (SAN A HOLT UNIT),,,,"1,458",0,0,,135,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,49976.0,KEYSTONE (CONSOLIDATED),STATE-WALTON 'E',,,,356,0,0,,482,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,152785.0,KEYSTONE (CONSOLIDATED),"BASHARA, M.J. UNIT",    1  ,,,89,0,0,,52,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Gas,8.0,183074.0,KEYSTONE (CONSOLIDATED),STATE-WALTON 'E',   38H ,,,,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,23120.0,KEYSTONE (SAN ANDRES),WADDELL,,,5584.0,206,0,0,,249,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,23838.0,KEYSTONE (SAN ANDRES),"WALTON ESTATE ""A""",,,,,0,0,,0,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,35668.0,KEYSTONE (SAN ANDRES),"J.J. PERKINS ""C""",,,,93,0,0,,93,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,43007.0,KEYSTONE (SAN ANDRES),EAST KEYSTONE(SAN A HOLT UNIT),,,,98,0,0,,111,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,Y,Oil,8.0,26628.0,"KEYSTONE, SW. (SAN ANDRES)",KEYSTONE CATTLE COMPANY,,,5122.0,213,0,0,,528,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
2021-10-01,,Oil,8.0,17869.0,LEA (SAN ANDRES),"WADDELL, W. N. ET AL TR. H",,,4352.0,20,83,84,0.0,19,,78,10.0,LEA,SAN ANDRES,42.0,31.5,39.0,29.25
2021-10-01,,Oil,8.0,20935.0,"LEA, SOUTH (CLEAR FORK)","WADDELL, W. N. ET AL TR. H",,,4352.0,72,338,331,0.0,79,1,1,2.0,LEA,CLEAR FORK,165.5,124.125,0.5,0.375
2021-10-01,,Oil,8.0,28619.0,"LEA, SOUTH (SAN ANGELO)","WADDELL, W.N. ETAL TR. H",,,4352.0,236,"1,015",1014,0.0,237,4,4,2.0,LEA,SAN ANGELO,507.0,380.25,2.0,1.5
2021-10-01,,Oil,8.0,26509.0,MARSTON RANCH (CLEARFORK),EDWARDS,,,,211,35,180,1.0,66,0,0,,MARSTON RANCH,CLEARFORK,90.0,67.5,0.0,0.0
2021-10-01,Y,Oil,8.0,40713.0,MARSTON RANCH (CLEARFORK),WINTER,,,,214,738,714,1.0,238,"1,350",1350,2.0,MARSTON RANCH,CLEARFORK,357.0,267.75,675.0,506.25
2021-10-01,Y,Oil,8.0,42684.0,MARSTON RANCH (CLEARFORK),GRAHAM,,,,783,"2,571",2865,1.0,489,"7,041",7041,2.0,MARSTON RANCH,CLEARFORK,1432.5,1074.375,3520.5,2640.375
2021-10-01,Y,Oil,8.0,43408.0,MARSTON RANCH (CLEARFORK),DAVID L. MARSTON,,,,315,"1,754",1454,1.0,615,"4,112",4112,2.0,MARSTON RANCH,CLEARFORK,727.0,545.25,2056.0,1542.0
2021-10-01,Y,Oil,8.0,44073.0,MARSTON RANCH (CLEARFORK),ALLAR-MARSTON,,,7588.0,318,981,1055,1.0,244,"1,088",1088,2.0,MARSTON RANCH,CLEARFORK,527.5,395.625,544.0,408.0
2021-10-01,Y,Oil,8.0,45832.0,MARSTON RANCH (CLEARFORK),MARSTON-KOEHN,,,,204,72,0,,276,106,106,2.0,MARSTON RANCH,CLEARFORK,0.0,0.0,53.0,39.75
2021-10-01,,Oil,8.0,46148.0,MARSTON RANCH (CLEARFORK),DABB,,,,270,75,156,1.0,189,151,151,2.0,MARSTON RANCH,CLEARFORK,78.0,58.5,75.5,56.625
2021-10-01,,Oil,8.0,47993.0,MARSTON RANCH (CLEARFORK),EDWARD TEACH,,,7649.0,270,494,603,1.0,161,"1,411",1411,2.0,MARSTON RANCH,CLEARFORK,301.5,226.125,705.5,529.125
2021-10-01,,Oil,8.0,48135.0,MARSTON RANCH (CLEARFORK),QUEEN ANNES REVENGE,,,,317,"1,105",1093,1.0,329,"3,035",3035,2.0,MARSTON RANCH,CLEARFORK,546.5,409.875,1517.5,1138.125
2021-10-01,,Oil,8.0,48336.0,MARSTON RANCH (CLEARFORK),EDWARD TEACH SE,,,7649.0,149,274,334,1.0,89,"1,100",1100,2.0,MARSTON RANCH,CLEARFORK,167.0,125.25,550.0,412.5
