"Date","Oil","Gas","Water","Well Count"
"2015-02-01 00:00:00",162566,904507,2554410,1055
"2015-03-01 00:00:00",184690,1035206,2984342,1055
"2015-04-01 00:00:00",169791,988563,2703928,1053
"2015-05-01 00:00:00",171885,979116,2776567,1052
"2015-06-01 00:00:00",165714,933168,2632080,1062
"2015-07-01 00:00:00",168476,949521,2679346,1062
"2015-08-01 00:00:00",179055,977812,2644325,1059
"2015-09-01 00:00:00",183169,895934,2597040,1034
"2015-10-01 00:00:00",184325,941646,2619472,1032
"2015-11-01 00:00:00",175590,912176,2519422,1037
"2015-12-01 00:00:00",185809,895066,2849572,1036
"2016-01-01 00:00:00",162837,929254,1701774,1039
"2016-02-01 00:00:00",170442,838702,1832649,1040
"2016-03-01 00:00:00",179109,893039,1931575,1037
"2016-04-01 00:00:00",171139,874669,1859198,1035
"2016-05-01 00:00:00",172279,875076,1829580,1030
"2016-06-01 00:00:00",153197,823553,1645778,1018
"2016-07-01 00:00:00",164179,929962,1681086,1020
"2016-08-01 00:00:00",169220,945446,1807467,1023
"2016-09-01 00:00:00",159707,917693,1726113,1008
"2016-10-01 00:00:00",167731,942817,1778094,1009
"2016-11-01 00:00:00",161909,879115,1696194,1009
"2016-12-01 00:00:00",163604,867581,1694722,1009
"2017-01-01 00:00:00",116973,742715,1509190,1006
"2017-02-01 00:00:00",132420,714507,1618126,1009
"2017-03-01 00:00:00",146996,806865,1897286,1005
"2017-04-01 00:00:00",130278,758527,1682018,1007
"2017-05-01 00:00:00",137336,792157,1747960,1007
"2017-06-01 00:00:00",134783,779520,1718955,1010
"2017-07-01 00:00:00",140150,800262,1789910,1011
"2017-08-01 00:00:00",149867,813159,1844664,1012
"2017-09-01 00:00:00",143648,769979,1759455,1000
"2017-10-01 00:00:00",136125,785126,1774568,1005
"2017-11-01 00:00:00",138582,766839,1836451,1006
"2017-12-01 00:00:00",140033,789840,1764320,1006
"2018-01-01 00:00:00",145566,787451,2052578,1006
"2018-02-01 00:00:00",144092,737132,2020773,1007
"2018-03-01 00:00:00",160959,833147,2228781,1005
"2018-04-01 00:00:00",150821,786855,2069384,1004
"2018-05-01 00:00:00",150086,832932,2061065,1005
"2018-06-01 00:00:00",140761,796777,1880601,1006
"2018-07-01 00:00:00",150598,818250,2035208,1004
"2018-08-01 00:00:00",155715,745142,2060167,1006
"2018-09-01 00:00:00",158389,790246,2032501,986
"2018-10-01 00:00:00",174152,844320,2245240,989
"2018-11-01 00:00:00",160634,817725,2139934,978
"2018-12-01 00:00:00",169982,821286,2061031,975
"2019-01-01 00:00:00",182333,809042,1935160,966
"2019-02-01 00:00:00",167117,717666,1837653,969
"2019-03-01 00:00:00",193762,846030,2102270,974
"2019-04-01 00:00:00",193953,830945,1974734,964
"2019-05-01 00:00:00",216069,844955,2190635,966
"2019-06-01 00:00:00",219255,922067,2085385,989
"2019-07-01 00:00:00",230350,876313,2142428,989
"2019-08-01 00:00:00",247718,923492,2146436,997
"2019-09-01 00:00:00",245213,950056,2200541,959
"2019-10-01 00:00:00",265406,998778,2307637,966
"2019-11-01 00:00:00",253063,973309,2336197,967
"2019-12-01 00:00:00",257449,1024559,2369269,974
"2020-01-01 00:00:00",275975,1086327,2983207,980
"2020-02-01 00:00:00",247906,767463,2566644,978
"2020-03-01 00:00:00",266315,955995,2761067,977
"2020-04-01 00:00:00",236224,1087929,2545439,994
"2020-05-01 00:00:00",170153,876133,2089410,800
"2020-06-01 00:00:00",220019,798203,2309468,812
"2020-07-01 00:00:00",229677,1192220,2408881,707
"2020-08-01 00:00:00",231381,1197275,2433648,709
"2020-09-01 00:00:00",200436,1062713,2099015,919
"2020-10-01 00:00:00",219096,1196879,2490340,922
"2020-11-01 00:00:00",218370,1131858,2570909,917
"2020-12-01 00:00:00",211222,1114574,2462091,924
"2021-01-01 00:00:00",210843,1233613,2360123,923
"2021-02-01 00:00:00",164168,851703,1796938,923
"2021-03-01 00:00:00",243016,1157992,2700217,923
"2021-04-01 00:00:00",231769,1178792,2679643,926
"2021-05-01 00:00:00",238546,950084,3150381,930
"2021-06-01 00:00:00",200332,914030,2333324,586
"2021-07-01 00:00:00",220864,1002275,2700695,588
"2021-08-01 00:00:00",206105,1023171,2621093,506
"2021-09-01 00:00:00",203026,973874,2505375,931
"2021-10-01 00:00:00",201477,897893,2418213,798
