Date,Multiple Reports,Lease Type,District,RRC Identifier,Field Name,Lease Name,Gas Well ID,Lease Total,Commingle Permit No.,On Hand Beginning of Month,Production,rrc_oil_volume,Code,On Hand End of Month,Formation Production,rrc_gas_volume,Code.1,Normalized_Field_Name,Normalized_Reservoir_Name,Net Oil Volume to Trust (RRC),Net Oil Sales Volume to Trust (RRC),Net Gas Volume to Trust (RRC),Net Gas Sales Volume to Trust (RRC)
May 2021,,Oil,08,39805.0,"BLOCK 31, NW. (PENN UPPER)",ROADRUNNER 1,,,,328,83,179,1.0,232,58,58,2.0,BLOCK 31,PENN UPPER,89.5,67.125,29.0,21.75
May 2021,,Oil,08,9908.0,C-BAR (SAN ANDRES),"WADDELL, W. N., ETAL",,,4405.0,0,0,0,,0,0,0,,C-BAR,SAN ANDRES,0.0,0.0,0.0,0.0
May 2021,,Oil,08,690.0,CORDONA LAKE,"WADDELL, W.N. ET AL TR. -I-",,,,0,489,403,1.0,86,"1,593",1593,2.0,CORDONA LAKE,CORDONA LAKE,201.5,151.125,796.5,597.375
May 2021,,Oil,08,15557.0,"CORDONA LAKE, NORTH (DEVONIAN)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,60,155,188,1.0,27,23,23,2.0,CORDONA LAKE,DEVONIAN,94.0,70.5,11.5,8.625
May 2021,,Oil,08,20062.0,"CORDONA LAKE, NORTH (TUBB 4500)","WADDELL, W. N. ET AL TR. I",,,3803.0,14,33,41,1.0,6,3,3,2.0,CORDONA LAKE,TUBB 4500,20.5,15.375,1.5,1.125
May 2021,,Oil,08,19893.0,"CORDONA LAKE, SW. (DEV.)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,149,618,658,1.0,109,35,35,2.0,CORDONA LAKE,DEV.,329.0,246.75,17.5,13.125
May 2021,,Oil,08,19608.0,"CORDONA LAKE, WEST (DEV.)","WADDELL, W.N. ET AL TR. -I-",,,5397.0,304,"1,190",1284,1.0,210,"3,435",3435,2.0,CORDONA LAKE,DEV.,642.0,481.5,1717.5,1288.125
May 2021,,Oil,08,20417.0,"COWDEN, NORTH",BLOCK 9 UNIT,,,,313,388,522,1.0,179,0,0,,COWDEN,"COWDEN, NORTH",261.0,195.75,0.0,0.0
May 2021,,Oil,08,53786.0,CRAWAR (SAN ANDRES CONS.),MAN OF WAR,,,7903.0,0,0,0,,0,0,0,,CRAWAR,SAN ANDRES CONS.,0.0,0.0,0.0,0.0
May 2021,,Oil,08,17168.0,DELL (SAN ANDRES),WADDELL,,,,39,79,0,,118,0,0,,DELL,SAN ANDRES,0.0,0.0,0.0,0.0
May 2021,,Oil,08,1224.0,DUNE,"WADDELL, W. N.",,T,,"1,838","11,735",7595,0.0,"1,638","3,547",3547,2.0,DUNE,DUNE,3797.5,2848.125,1773.5,1330.125
May 2021,,,08,1224.0,DUNE,"WADDELL, W. N.",,,5399.0,11,79,86,1.0,4,,0,,DUNE,DUNE,43.0,32.25,0.0,0.0
May 2021,,,08,1224.0,DUNE,"WADDELL, W. N.",,,5424.0,"1,189","8,821",7595,0.0,"1,155",,0,,DUNE,DUNE,3797.5,2848.125,0.0,0.0
May 2021,,,08,1224.0,DUNE,"WADDELL, W. N.",,,7764.0,154,833,822,1.0,165,,0,,DUNE,DUNE,411.0,308.25,0.0,0.0
May 2021,,,08,1224.0,DUNE,"WADDELL, W. N.",,,9999.0,484,"2,002",2172,1.0,314,,0,,DUNE,DUNE,1086.0,814.5,0.0,0.0
May 2021,,Oil,08,11915.0,DUNE (WOLFCAMP),"WADDELL, W. N.",,,5399.0,1,45,43,1.0,3,38,38,2.0,DUNE,WOLFCAMP,21.5,16.125,19.0,14.25
May 2021,,Oil,08,20732.0,"EDWARDS -04-, S. (7900)","WADDELL, W. N.",,,,0,0,0,,0,0,0,,EDWARDS -04-,7900,0.0,0.0,0.0,0.0
May 2021,,Oil,08,25313.0,G. P. M. (PENN.),"HOGG, FAY HUNTER",,,,153,83,174,1.0,62,528,528,2.0,G. P. M.,PENN.,87.0,65.25,264.0,198.0
