"Search Criteria: "

"Filing Operator:",,,"BLACKBEARD OPERATING, LLC (073056)",,,,,,District:,,Statewide
"Prod Month:",,," May 2021",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Gas,09,238047,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    4H ",,5434,1,11,,,12,"4,119",199,"   01  "
,,,,,,,,,,,,,,,"3,920","   03  "
,Gas,09,238048,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    3H ",,,47,0,,,47,82,5,"   01  "
,,,,,,,,,,,,,,,77,"   03  "
,Gas,09,238261,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    1H ",,5479,18,22,,,40,"3,878",242,"   01  "
,,,,,,,,,,,,,,,"3,636","   03  "
,Gas,09,238262,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    7H ",,5425,6,2,6,"   01  ",2,"1,376",65,"   01  "
,,,,,,,,,,,,,,,"1,311","   03  "
,Gas,09,238265,"NEWARK, EAST (BARNETT SHALE)","PRIMULA SOUTH","    2H ",,,0,0,,,0,"2,802","2,802","   02  "
,Gas,09,238280,"NEWARK, EAST (BARNETT SHALE)","PARKER UNIT","    4H ",,5404,1,0,,,1,"8,114",640,"   01  "
,,,,,,,,,,,,,,,"7,474","   03  "
,Gas,09,238299,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER SOUTH","    4H ",,,0,0,,,0,477,477,"   02  "
,Gas,09,238300,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER SOUTH","    3H ",,,0,0,,,0,"3,315","3,315","   02  "
,Gas,09,238394,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    6H ",,5474,10,0,,,10,"1,538","1,538","   03  "
Y,Gas,09,238586,"NEWARK, EAST (BARNETT SHALE)","LANHAM UNIT","    1H ",,5425,14,20,26,"   01  ",8,"5,967",281,"   01  "
,,,,,,,,,,,,,,,"5,686","   03  "
,Gas,09,238600,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    4H ",,5506,57,3,,,60,"2,545",475,"   01  "
,,,,,,,,,,,,,,,"2,070","   03  "
,Gas,09,238602,"NEWARK, EAST (BARNETT SHALE)",MAYFIELD,"    2H ",,,0,0,,,0,"1,884",363,"   01  "
,,,,,,,,,,,,,,,"1,521","   02  "
,Gas,09,238603,"NEWARK, EAST (BARNETT SHALE)","ZBAR LAND & CATTLE CO. UNIT","    3H ",,5492,9,0,,,9,"6,931","1,508","   01  "
,,,,,,,,,,,,,,,"5,423","   03  "
,Gas,09,238605,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    1H ",,5522,7,39,,,46,"2,720",454,"   01  "
,,,,,,,,,,,,,,,"2,266","   03  "
,Gas,09,238607,"NEWARK, EAST (BARNETT SHALE)",MAYFIELD,"    3H ",,,0,0,,,0,"3,712",716,"   01  "
,,,,,,,,,,,,,,,"2,996","   02  "
,Gas,09,238608,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    5H ",,5509,4,0,,,4,0,,
,Gas,09,238609,"NEWARK, EAST (BARNETT SHALE)",MAYFIELD,"    5H ",,,0,0,,,0,0,,
,Gas,09,238612,"NEWARK, EAST (BARNETT SHALE)",RADKE,"    3H ",,,0,0,,,0,"3,418","3,418","   02  "
,Gas,09,238614,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    3H ",,5506,0,0,,,0,0,,
,Gas,09,238615,"NEWARK, EAST (BARNETT SHALE)",MAYFIELD,"    4H ",,,0,0,,,0,"2,879","2,879","   02  "
,Gas,09,238616,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    1H ",,5487,1,7,5,"   01  ",3,0,,
,Gas,09,238617,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    2H ",,5509,5,1,,,6,276,236,"   01  "
,,,,,,,,,,,,,,,40,"   03  "
,Gas,09,238618,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    5H ",,5504,0,0,,,0,"4,204",262,"   01  "
,,,,,,,,,,,,,,,"3,942","   03  "
,Gas,09,238619,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    7H ",,5487,0,8,5,"   01  ",3,"2,316",69,"   01  "
,,,,,,,,,,,,,,,"2,247","   03  "
Y,Gas,09,238620,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    6H ",,5481,0,24,,,24,924,58,"   01  "
,,,,,,,,,,,,,,,866,"   03  "
,Gas,09,238637,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","   10H ",,5216,0,0,,,0,0,,
,Gas,09,238643,"NEWARK, EAST (BARNETT SHALE)","LANGDON UNIT A","    2H ",,5461,0,0,,,0,0,,
,Gas,09,238645,"NEWARK, EAST (BARNETT SHALE)","LANGDON UNIT A","    4H ",,5466,5,0,,,5,0,,
,Gas,09,238681,"NEWARK, EAST (BARNETT SHALE)",KIMBRELL,"    5H ",,,0,0,,,0,0,,
,Gas,09,238769,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," J  1H ",,,0,0,,,0,0,,
,Gas,09,238771,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE-COMMERCE UNIT"," B  2H ",,,0,0,,,0,"6,497","6,497","   02  "
,Gas,09,238775,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE COMMERCE UNIT"," B  1H ",,,0,0,,,0,"6,066","6,066","   02  "
,Gas,09,238778,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," G  3H ",,,0,0,,,0,"15,807","15,807","   02  "
,Gas,09,238844,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    3H ",,5504,103,10,50,"   01  ",63,"5,191",323,"   01  "
,,,,,,,,,,,,,,,"4,868","   03  "
,Gas,09,238850,"NEWARK, EAST (BARNETT SHALE)",MCPHERSON,"    3H ",,,0,0,,,0,"3,654",242,"   01  "
,,,,,,,,,,,,,,,"3,412","   02  "
Y,Gas,09,238857,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    2H ",,5487,1,7,5,"   01  ",3,"7,237",215,"   01  "
,,,,,,,,,,,,,,,"7,022","   03  "
,Gas,09,238859,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    4H ",,5509,4,1,,,5,0,,
,Gas,09,238860,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    3H ",,5509,3,0,,,3,0,,
,Gas,09,238864,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    5H ",,5506,46,3,,,49,"3,181",594,"   01  "
,,,,,,,,,,,,,,,"2,587","   03  "
,Gas,09,238866,"NEWARK, EAST (BARNETT SHALE)","FRANCES UNIT","    1H ",,5247,0,0,,,0,0,,
,Gas,09,238869,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    1H ",,,0,0,,,0,"15,242",427,"   01  "
,,,,,,,,,,,,,,,"14,815","   02  "
,Gas,09,238871,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    3H ",,,0,0,,,0,0,,
,Gas,09,238873,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    4H ",,5504,59,88,65,"   01  ",82,"3,163",197,"   01  "
,,,,,,,,,,,,,,,"2,966","   03  "
,Gas,09,238874,"NEWARK, EAST (BARNETT SHALE)",CLARK,"    1H ",,,0,0,,,0,"2,063",331,"   01  "
,,,,,,,,,,,,,,,"1,732","   02  "
,Gas,09,238879,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    5H ",,5522,0,0,,,0,"3,038",507,"   01  "
,,,,,,,,,,,,,,,"2,531","   03  "
,Gas,09,238880,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    2H ",,,0,0,,,0,"8,784",246,"   01  "
,,,,,,,,,,,,,,,"8,538","   02  "
,Gas,09,238898,"NEWARK, EAST (BARNETT SHALE)","STETSON MASSEY UNIT","    5H ",,5468,24,3,,,27,"3,500",69,"   01  "
,,,,,,,,,,,,,,,"3,431","   03  "
,Gas,09,238900,"NEWARK, EAST (BARNETT SHALE)","CAMPOS UNIT A","    6H ",,5416,10,0,,,10,"4,900",662,"   01  "
,,,,,,,,,,,,,,,"4,238","   03  "
,Gas,09,238941,"NEWARK, EAST (BARNETT SHALE)","CHARCA-HANGER UNIT","    1H ",,5248,39,0,,,39,"4,794","4,794","   03  "
,Gas,09,238953,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    3H ",,5456,39,0,,,39,"3,606",598,"   01  "
,,,,,,,,,,,,,,,"3,008","   03  "
Y,Gas,09,238970,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    1H ",,5456,44,1,,,45,"7,569","1,255","   01  "
,,,,,,,,,,,,,,,"6,314","   03  "
Y,Gas,09,239379,"NEWARK, EAST (BARNETT SHALE)","STETSON MASSEY UNIT","    3H ",,5468,19,0,,,19,"5,902",117,"   01  "
,,,,,,,,,,,,,,,"5,785","   03  "
Y,Gas,09,239382,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    1H ",,5504,2,0,1,"   01  ",1,"4,561",284,"   01  "
,,,,,,,,,,,,,,,"4,277","   03  "
,Gas,09,239391,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    2H ",,5434,1,5,,,6,"2,159",104,"   01  "
,,,,,,,,,,,,,,,"2,055","   03  "
,Gas,09,239394,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","    8H ",,5212,1,0,,,1,0,,
,Gas,09,239399,"NEWARK, EAST (BARNETT SHALE)","FRANCES UNIT","    2H ",,5247,0,0,,,0,"3,452",229,"   01  "
,,,,,,,,,,,,,,,"3,223","   02  "
,Gas,09,239402,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    5H ",,,0,0,,,0,0,,
,Gas,09,239404,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    3H ",,5434,9,12,,,21,"4,736",229,"   01  "
,,,,,,,,,,,,,,,"4,507","   03  "
,Gas,09,239442,"NEWARK, EAST (BARNETT SHALE)",MATTOX,"    1H ",,,0,0,,,0,"2,480",506,"   01  "
,,,,,,,,,,,,,,,"1,974","   02  "
,Gas,09,239468,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    2H ",,,0,0,,,0,"2,998",96,"   01  "
,,,,,,,,,,,,,,,"2,902","   02  "
,Gas,09,239482,"NEWARK, EAST (BARNETT SHALE)","EAST CLETUS UNIT","    4H ",,,0,0,,,0,0,,
,Gas,09,239484,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    3H ",,,0,0,,,0,"6,237",200,"   01  "
,,,,,,,,,,,,,,,"6,037","   02  "
,Gas,09,239485,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    3H ",,5425,69,24,12,"   01  ",81,"2,665",125,"   01  "
,,,,,,,,,,,,,,,"2,540","   03  "
,Gas,09,239486,"NEWARK, EAST (BARNETT SHALE)","CHESBROUGH-SHAW UNIT","    4H ",,5453,5,0,,,5,"2,766",235,"   01  "
,,,,,,,,,,,,,,,"2,531","   03  "
,Gas,09,239487,"NEWARK, EAST (BARNETT SHALE)","SIDESHOW BOB UNIT","    4H ",,,0,0,,,0,0,,
,Gas,09,239488,"NEWARK, EAST (BARNETT SHALE)","TERWILLIGER, CECIL UNIT","    1H ",,,0,0,,,0,"5,887",863,"   01  "
,,,,,,,,,,,,,,,"5,024","   02  "
Y,Gas,09,239491,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    4H ",,5425,6,9,12,"   01  ",3,"2,880",135,"   01  "
,,,,,,,,,,,,,,,"2,745","   03  "
,Gas,09,239494,"NEWARK, EAST (BARNETT SHALE)",NOEL,"    3H ",,5446,23,0,,,23,0,,
,Gas,09,239495,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    7H ",,5474,7,0,,,7,700,700,"   03  "
,Gas,09,239497,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    5H ",,5425,12,6,14,"   01  ",4,"3,154",148,"   01  "
,,,,,,,,,,,,,,,"3,006","   03  "
,Gas,09,239574,"NEWARK, EAST (BARNETT SHALE)","SHERRY P UNIT","    2H ",,5487,0,8,5,"   01  ",3,"3,667",109,"   01  "
,,,,,,,,,,,,,,,"3,558","   03  "
,Gas,09,239600,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," H  4H ",,,0,0,,,0,"10,448","10,448","   02  "
,Gas,09,239604,"NEWARK, EAST (BARNETT SHALE)","WARD, BLANCHE UNIT","    4H ",,,0,0,,,0,"4,269",283,"   01  "
,,,,,,,,,,,,,,,"3,986","   02  "
,Gas,09,239606,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE-GRAPHICS UNIT","    3H ",,,0,0,,,0,618,41,"   01  "
,,,,,,,,,,,,,,,577,"   02  "
,Gas,09,239609,"NEWARK, EAST (BARNETT SHALE)","EXELON NORTH UNIT","    2H ",,,0,0,,,0,"5,701","5,701","   02  "
,Gas,09,239612,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    6H ",,5509,15,1,,,16,0,,
,Gas,09,239620,"NEWARK, EAST (BARNETT SHALE)","FLANDERS, NED","    1H ",,,0,0,,,0,"3,152","1,216","   01  "
,,,,,,,,,,,,,,,"1,936","   02  "
,Gas,09,239625,"NEWARK, EAST (BARNETT SHALE)","CHESBROUGH-SHAW UNIT","    1H ",,5453,5,0,,,5,"5,677",482,"   01  "
,,,,,,,,,,,,,,,"5,195","   03  "
,Gas,09,239634,"NEWARK, EAST (BARNETT SHALE)","WARD, BLANCHE","    5H ",,,0,0,,,0,0,,
,Gas,09,239641,"NEWARK, EAST (BARNETT SHALE)","TERWILLIGER, CECIL UNIT","    2H ",,,0,0,,,0,0,,
,Gas,09,239646,"NEWARK, EAST (BARNETT SHALE)","UMA UNIT","    2H ",,,0,0,,,0,"2,895",192,"   01  "
,,,,,,,,,,,,,,,"2,703","   02  "
,Gas,09,239751,"NEWARK, EAST (BARNETT SHALE)",ALLIANCE," M  1H ",,,0,0,,,0,651,651,"   02  "
,Gas,09,239752,"NEWARK, EAST (BARNETT SHALE)",SMITHEY,"    1H ",,,0,0,,,0,"2,588","2,588","   02  "
,Gas,09,239754,"NEWARK, EAST (BARNETT SHALE)",ALLIANCE-AIRPORT,"    2H ",,,0,0,,,0,"6,639","6,639","   02  "
,Gas,09,239911,"NEWARK, EAST (BARNETT SHALE)",RADAR,"    2H ",,5447,7,0,,,7,"3,619",784,"   01  "
,,,,,,,,,,,,,,,"2,835","   03  "
,Gas,09,239912,"NEWARK, EAST (BARNETT SHALE)","PALLMEYER A","    2H ",,5418,20,9,,,29,"2,214",499,"   01  "
,,,,,,,,,,,,,,,"1,715","   03  "
,Gas,09,239913,"NEWARK, EAST (BARNETT SHALE)","LOVEY UNIT","    2H ",,5443,86,0,,,86,"3,102",118,"   01  "
,,,,,,,,,,,,,,,"2,984","   03  "
,Gas,09,239914,"NEWARK, EAST (BARNETT SHALE)","PARKER UNIT","    6H ",,5404,0,0,,,0,0,,
,Gas,09,239919,"NEWARK, EAST (BARNETT SHALE)","TED AND ROY UNIT","    2H ",,5425,13,8,17,"   01  ",4,"3,937",185,"   01  "
,,,,,,,,,,,,,,,"3,752","   03  "
,Gas,09,239920,"NEWARK, EAST (BARNETT SHALE)","PALLMEYER A","    3H ",,5418,17,9,,,26,"1,042",235,"   01  "
,,,,,,,,,,,,,,,807,"   03  "
,Gas,09,239922,"NEWARK, EAST (BARNETT SHALE)","JAMES UNIT","    2H ",,5441,17,0,,,17,"1,384",108,"   01  "
,,,,,,,,,,,,,,,"1,276","   03  "
,Gas,09,239941,"NEWARK, EAST (BARNETT SHALE)","HOT LIPS UNIT","    3H ",,5510,7,0,,,7,"3,785","3,785","   03  "
,Gas,09,239945,"NEWARK, EAST (BARNETT SHALE)","SHIPLEY UNIT","    1H ",,5522,0,0,,,0,"3,305",552,"   01  "
,,,,,,,,,,,,,,,"2,753","   03  "
,Gas,09,239950,"NEWARK, EAST (BARNETT SHALE)","EXELON NORTH UNIT","    3H ",,,0,0,,,0,"6,278","6,278","   02  "
,Gas,09,240009,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    4H ",,,0,0,,,0,0,,
,Gas,09,240010,"NEWARK, EAST (BARNETT SHALE)","OLCOTT SOUTH","    6H ",,,0,0,,,0,"8,541",240,"   01  "
,,,,,,,,,,,,,,,"8,301","   02  "
,Gas,09,240011,"NEWARK, EAST (BARNETT SHALE)","MILQUETOAST UNIT","    1H ",,,0,0,,,0,"1,641",109,"   01  "
,,,,,,,,,,,,,,,"1,532","   02  "
Y,Gas,09,240012,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    6H ",,5504,0,0,,,0,"4,966",309,"   01  "
,,,,,,,,,,,,,,,"4,657","   03  "
,Gas,09,240014,"NEWARK, EAST (BARNETT SHALE)","RALPH WIGGUM","   11H ",,5195,1,0,,,1,0,,
,Gas,09,240016,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    2H ",,5504,0,0,,,0,"4,019",250,"   01  "
,,,,,,,,,,,,,,,"3,769","   03  "
,Gas,09,240017,"NEWARK, EAST (BARNETT SHALE)",NIMROD,"    1H ",,,17,0,,,17,"9,400","1,508","   01  "
,,,,,,,,,,,,,,,"7,892","   03  "
,Gas,09,240019,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    4H ",,5474,38,0,,,38,"1,369","1,077","   01  "
,,,,,,,,,,,,,,,292,"   03  "
,Gas,09,240020,"NEWARK, EAST (BARNETT SHALE)","JEANS UNIT","    2H ",,,0,0,,,0,"3,142",208,"   01  "
,,,,,,,,,,,,,,,"2,934","   02  "
,Gas,09,240051,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    2H ",,5504,0,0,,,0,"12,925",805,"   01  "
,,,,,,,,,,,,,,,"12,120","   03  "
,Gas,09,240072,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    3H ",,5522,0,0,,,0,"1,624",271,"   01  "
,,,,,,,,,,,,,,,"1,353","   03  "
,Gas,09,240109,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    9H ",,5487,7,8,9,"   01  ",6,"3,274",97,"   01  "
,,,,,,,,,,,,,,,"3,177","   03  "
,Gas,09,240156,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    7H ",,5522,0,0,,,0,0,,
,Gas,09,240193,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    4H ",,5425,1,0,1,"   01  ",0,146,7,"   01  "
,,,,,,,,,,,,,,,139,"   03  "
Y,Gas,09,240196,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    5H ",,5487,1,7,5,"   01  ",3,"4,924",146,"   01  "
,,,,,,,,,,,,,,,"4,778","   03  "
,Gas,09,240214,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    6H ",,5487,124,8,80,"   01  ",52,"4,785",142,"   01  "
,,,,,,,,,,,,,,,"4,643","   03  "
,Gas,09,240223,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    5H ",,5504,6,1,3,"   01  ",4,"4,280",267,"   01  "
,,,,,,,,,,,,,,,"4,013","   03  "
,Gas,09,240238,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    2H ",,5456,36,0,,,36,"4,718",782,"   01  "
,,,,,,,,,,,,,,,"3,936","   03  "
,Gas,09,240244,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    1H ",,5504,25,30,24,"   01  ",31,"1,166",73,"   01  "
,,,,,,,,,,,,,,,"1,093","   03  "
,Gas,09,240245,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    9H ",,5504,0,0,,,0,"6,436",401,"   01  "
,,,,,,,,,,,,,,,"6,035","   03  "
,Gas,09,240326,"NEWARK, EAST (BARNETT SHALE)","STATION BRANCH RANCH UNIT","   11H ",,5514,9,0,,,9,"6,901",192,"   01  "
,,,,,,,,,,,,,,,"6,709","   03  "
,Gas,09,240339,"NEWARK, EAST (BARNETT SHALE)","NORTH BUCK UNIT","    2H ",,5656,7,0,,,7,"2,653",538,"   01  "
,,,,,,,,,,,,,,,"2,115","   02  "
,Gas,09,240505,"NEWARK, EAST (BARNETT SHALE)","HOT LIPS UNIT","    2H ",,5510,11,0,,,11,"1,534","1,534","   03  "
Y,Gas,09,240564,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    3H ",,5487,1,7,5,"   01  ",3,"2,934",87,"   01  "
,,,,,,,,,,,,,,,"2,847","   03  "
,Gas,09,240590,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    7H ",,5425,25,4,18,"   01  ",11,"4,076",192,"   01  "
,,,,,,,,,,,,,,,"3,884","   03  "
,Gas,09,240619,"NEWARK, EAST (BARNETT SHALE)","LOUIS ARMSTRONG UNIT","    1H ",,5430,12,0,,,12,"5,426","1,506","   01  "
,,,,,,,,,,,,,,,"3,920","   03  "
,Gas,09,240643,"NEWARK, EAST (BARNETT SHALE)","EXELON NORTH UNIT","    4H ",,,0,0,,,0,"9,040","9,040","   02  "
,Gas,09,240646,"NEWARK, EAST (BARNETT SHALE)",MCPHERSON,"    1H ",,,0,0,,,0,0,,
,Gas,09,240647,"NEWARK, EAST (BARNETT SHALE)","MOONEY, JAMES B. UNIT","    1H ",,5254,22,0,,,22,405,29,"   01  "
,,,,,,,,,,,,,,,376,"   03  "
,Gas,09,240648,"NEWARK, EAST (BARNETT SHALE)","MILLER UNIT","    1H ",,,0,0,,,0,"3,126",207,"   01  "
,,,,,,,,,,,,,,,"2,919","   02  "
,Gas,09,240649,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    7H ",,,0,0,,,0,"2,895",93,"   01  "
,,,,,,,,,,,,,,,"2,802","   02  "
,Gas,09,240650,"NEWARK, EAST (BARNETT SHALE)","TAYLOR FAMILY TRUST","    1H ",,,0,0,,,0,0,,
,Gas,09,240653,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    2H ",,5522,0,0,,,0,109,18,"   01  "
,,,,,,,,,,,,,,,91,"   03  "
,Gas,09,240655,"NEWARK, EAST (BARNETT SHALE)","PRICE UNIT","    3H ",,5504,8,69,34,"   01  ",43,"2,848",177,"   01  "
,,,,,,,,,,,,,,,"2,671","   03  "
,Gas,09,240657,"NEWARK, EAST (BARNETT SHALE)","GIBBS UNIT","    4H ",,5544,0,1,,,1,"4,386",400,"   01  "
,,,,,,,,,,,,,,,"3,986","   03  "
,Gas,09,240658,"NEWARK, EAST (BARNETT SHALE)",SULLIVAN-HICKMAN,"    1H ",,,0,0,,,0,44,44,"   02  "
,Gas,09,240680,"NEWARK, EAST (BARNETT SHALE)","PARKER UNIT","    5H ",,5404,1,0,,,1,"2,822",223,"   01  "
,,,,,,,,,,,,,,,"2,599","   03  "
,Gas,09,240682,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    5H ",,,0,0,,,0,"5,844",188,"   01  "
,,,,,,,,,,,,,,,"5,656","   02  "
,Gas,09,240728,"NEWARK, EAST (BARNETT SHALE)","NORTH BUCK UNIT","    1H ",,5656,7,0,,,7,"2,670",541,"   01  "
,,,,,,,,,,,,,,,"2,129","   02  "
,Gas,09,240740,"NEWARK, EAST (BARNETT SHALE)","BROOKS UNIT","    1H ",,,0,0,,,0,"2,162","2,162","   02  "
,Gas,09,240766,"NEWARK, EAST (BARNETT SHALE)",SULLIVAN-HICKMAN,"    2H ",,,0,0,,,0,807,807,"   02  "
,Gas,09,240769,"NEWARK, EAST (BARNETT SHALE)","STATION BRANCH RANCH UNIT","    2H ",,5523,9,29,27,"   01  ",11,"4,766",229,"   01  "
,,,,,,,,,,,,,,,"4,537","   03  "
,Gas,09,240811,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    6H ",,5522,0,0,,,0,0,,
,Gas,09,240814,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS, LOWELL","    4H ",,,0,0,,,0,"2,835",188,"   01  "
,,,,,,,,,,,,,,,"2,647","   02  "
,Gas,09,240818,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," H  3H ",,,0,0,,,0,"4,197","4,197","   02  "
,Gas,09,240827,"NEWARK, EAST (BARNETT SHALE)","SHELBY SOUTH","    1H ",,,0,0,,,0,"5,399",358,"   01  "
,,,,,,,,,,,,,,,"5,041","   02  "
,Gas,09,240829,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE-CARTWRIGHT NORTH UNIT","    1H ",,,0,0,,,0,0,,
,Gas,09,240832,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE CARTWRIGHT NORTH UNIT","    2H ",,,0,0,,,0,0,,
,Gas,09,240838,"NEWARK, EAST (BARNETT SHALE)","GRAY-GRIFFIN UNIT","    1H ",,,0,0,,,0,"2,884",191,"   01  "
,,,,,,,,,,,,,,,"2,693","   02  "
,Gas,09,240840,"NEWARK, EAST (BARNETT SHALE)","DUDLEY FARMS UNIT","    5H ",,,0,0,,,0,"2,640",175,"   01  "
,,,,,,,,,,,,,,,"2,465","   02  "
,Gas,09,240843,"NEWARK, EAST (BARNETT SHALE)","JOYCE UNIT","    1H ",,,0,0,,,0,"4,107","4,107","   02  "
,Gas,09,240848,"NEWARK, EAST (BARNETT SHALE)","STATION BRANCH RANCH UNIT","    1H ",,5523,16,37,34,"   01  ",19,"6,001",288,"   01  "
,,,,,,,,,,,,,,,"5,713","   03  "
,Gas,09,240893,"NEWARK, EAST (BARNETT SHALE)","HOLASEK UNIT","    1H ",,,0,0,,,0,"3,053",506,"   01  "
,,,,,,,,,,,,,,,"2,547","   02  "
,Gas,09,240894,"NEWARK, EAST (BARNETT SHALE)","HANEY UNIT","    1H ",,,0,0,,,0,"3,494","3,494","   02  "
,Gas,09,240979,"NEWARK, EAST (BARNETT SHALE)","T&P UNIT","    7H ",,5504,0,0,,,0,"1,532",95,"   01  "
,,,,,,,,,,,,,,,"1,437","   03  "
,Gas,09,240997,"NEWARK, EAST (BARNETT SHALE)","SHELBY NORTH","    1H ",,,0,0,,,0,"5,600",843,"   01  "
,,,,,,,,,,,,,,,"4,757","   02  "
,Gas,09,241001,"NEWARK, EAST (BARNETT SHALE)","EXELON NORTH UNIT","    1H ",,,0,0,,,0,"11,478","11,478","   02  "
,Gas,09,241003,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","   12H ",,5195,1,0,,,1,0,,
,Gas,09,241012,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    4H ",,5456,12,0,,,12,"1,000",166,"   01  "
,,,,,,,,,,,,,,,834,"   03  "
,Gas,09,241032,"NEWARK, EAST (BARNETT SHALE)",MCPHERSON,"    2H ",,,0,0,,,0,0,,
,Gas,09,241037,"NEWARK, EAST (BARNETT SHALE)","STATION BRANCH RANCH UNIT","    5H ",,5523,12,43,40,"   01  ",15,"6,961",334,"   01  "
,,,,,,,,,,,,,,,"6,627","   03  "
