"Search Criteria: "

"Filing Operator:",,,"BLACKBEARD OPERATING, LLC (073056)",,,,,,District:,,Statewide
"Prod Month:",,," Jul 2021",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Gas,08,281557,"SAND HILLS (CLEAR FORK 4070)","WADDELL TR A"," 1918  ",,3152,14,428,422,"   00  ",20,"5,147","5,147","   02  "
,Oil,08,12997,"SAND HILLS (ELLENBURGER)","WADDELL TR A",,,4030,0,0,,,0,0,,
,Oil,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,T,,254,"7,777","7,735","   00  ",296,"37,246","37,246","   02  "
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,2375,70,"3,754","3,718","   00  ",106,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,2572,0,0,,,0,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,3152,7,336,327,"   00  ",16,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,3803,12,48,51,"   00  ",9,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,3806,2,51,51,"   00  ",2,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,4030,157,"3,406","3,406","   00  ",157,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,4405,5,128,127,"   00  ",6,,,
,,08,15266,"SAND HILLS (JUDKINS)","WADDELL TR A",,,4590,1,54,55,"   00  ",0,,,
,Oil,08,19293,"SAND HILLS (JUDKINS)","MCKNIGHT, M. B. -C-",,,,0,0,,,0,0,,
