"Search Criteria: "

"Filing Operator:",,,"BLACKBEARD OPERATING, LLC (073056)",,,,,,District:,,Statewide
"Prod Month:",,," Apr 2021",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Gas,09,233376,"NEWARK, EAST (BARNETT SHALE)","SAN RAPHAEL UNIT","    4 H",,5423,58,0,,,58,"6,361",393,"   01  "
,,,,,,,,,,,,,,,"5,968","   03  "
,Gas,09,233383,"NEWARK, EAST (BARNETT SHALE)","ELLISON ESTATE","    1 H",,,0,0,,,0,"2,560","2,560","   02  "
,Gas,09,233387,"NEWARK, EAST (BARNETT SHALE)","UMA UNIT","    1 H",,,0,0,,,0,"1,965",126,"   01  "
,,,,,,,,,,,,,,,"1,839","   02  "
,Gas,09,233399,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","    4 H",,5195,1,0,,,1,0,,
,Gas,09,233402,"NEWARK, EAST (BARNETT SHALE)","820 MARTIN DEVELOPMENT UNIT","    1H ",,,0,0,,,0,"6,423","6,423","   02  "
,Gas,09,233842,"NEWARK, EAST (BARNETT SHALE)","SAN RAPHAEL UNIT","    3 H",,5423,58,6,,,64,"7,395",457,"   01  "
,,,,,,,,,,,,,,,"6,938","   03  "
,Gas,09,233887,"NEWARK, EAST (BARNETT SHALE)","GUMBLE, BARNEY","    1 H",,,1,0,,,1,0,,
,Gas,09,233889,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    4 H",,5420,4,9,13,"   01  ",0,"1,909",127,"   01  "
,,,,,,,,,,,,,,,"1,782","   03  "
,Gas,09,233893,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    1 H",,5420,0,32,32,"   01  ",0,"6,469",431,"   01  "
,,,,,,,,,,,,,,,"6,038","   03  "
,Gas,09,233895,"NEWARK, EAST (BARNETT SHALE)","LOUIS ARMSTRONG UNIT","    4 H",,5431,0,0,,,0,0,,
,Gas,09,233897,"NEWARK, EAST (BARNETT SHALE)","BOY SCOUT","    4 H",,5458,67,0,,,67,"4,325",129,"   01  "
,,,,,,,,,,,,,,,"4,196","   03  "
,Gas,09,233898,"NEWARK, EAST (BARNETT SHALE)","EAST CLETUS UNIT","    1 H",,,0,0,,,0,"2,398",153,"   01  "
,,,,,,,,,,,,,,,"2,245","   02  "
,Gas,09,233901,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    1 H",,,0,0,,,0,"3,553",110,"   01  "
,,,,,,,,,,,,,,,"3,443","   02  "
,Gas,09,233933,"NEWARK, EAST (BARNETT SHALE)",ALLIANCE," D  3 H",,,0,0,,,0,"5,198","5,198","   02  "
,Gas,09,233934,"NEWARK, EAST (BARNETT SHALE)",ALLIANCE," D  4 H",,,0,0,,,0,"1,091","1,091","   02  "
,Gas,09,234486,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," B  2H ",,,0,0,,,0,"5,036",173,"   01  "
,,,,,,,,,,,,,,,"4,863","   02  "
,Gas,09,235303,"NEWARK, EAST (BARNETT SHALE)","BROUMLEY, J.","    3 H",,5726,43,0,,,43,0,,
,Gas,09,235360,"NEWARK, EAST (BARNETT SHALE)","CAMPOS UNIT A","    4 H",,5416,9,2,,,11,"3,987",614,"   01  "
,,,,,,,,,,,,,,,"3,373","   03  "
,Gas,09,235361,"NEWARK, EAST (BARNETT SHALE)",SPUDS,"    1 H",,,143,0,,,143,"3,953",576,"   01  "
,,,,,,,,,,,,,,,"3,377","   03  "
Y,Gas,09,235362,"NEWARK, EAST (BARNETT SHALE)","HONEYCOMB UNIT","    1 H",,5437,28,0,,,28,"3,045",52,"   01  "
,,,,,,,,,,,,,,,"2,993","   03  "
Y,Gas,09,235363,"NEWARK, EAST (BARNETT SHALE)","HONEYCOMB UNIT","    2 H",,5437,24,0,,,24,"1,619",28,"   01  "
,,,,,,,,,,,,,,,"1,591","   03  "
Y,Gas,09,235364,"NEWARK, EAST (BARNETT SHALE)","HONEYCOMB UNIT","    3 H",,5437,37,0,,,37,"2,259",39,"   01  "
,,,,,,,,,,,,,,,"2,220","   03  "
,Gas,09,235365,"NEWARK, EAST (BARNETT SHALE)","HUMMER UNIT","    1H ",,5442,43,0,,,43,"1,474",111,"   01  "
,,,,,,,,,,,,,,,"1,363","   03  "
,Gas,09,235366,"NEWARK, EAST (BARNETT SHALE)","SUGAR CRISP","    3 H",,5542,0,0,,,0,"5,617",110,"   01  "
,,,,,,,,,,,,,,,"5,507","   03  "
,Gas,09,235367,"NEWARK, EAST (BARNETT SHALE)","PALLMEYER UNIT B","    3 H",,5417,2,0,,,2,219,22,"   01  "
,,,,,,,,,,,,,,,197,"   03  "
Y,Gas,09,235368,"NEWARK, EAST (BARNETT SHALE)","PUTTEET HILL UNIT","    1 H",,5425,1,0,1,"   01  ",0,0,,
Y,Gas,09,235370,"NEWARK, EAST (BARNETT SHALE)","LOUIS ARMSTRONG UNIT","    2 H",,5430,17,2,,,19,89,23,"   01  "
,,,,,,,,,,,,,,,66,"   03  "
,Gas,09,235372,"NEWARK, EAST (BARNETT SHALE)","HOLIDAY, BILLIE","    1 H",,5440,0,0,,,0,0,,
,Gas,09,235373,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    6 H",,5403,16,0,,,16,0,,
,Gas,09,235375,"NEWARK, EAST (BARNETT SHALE)","BOY SCOUT","    2 H",,5421,90,0,,,90,"3,270","3,270","   03  "
Y,Gas,09,235377,"NEWARK, EAST (BARNETT SHALE)","SUGAR CRISP","    4 H",,,86,0,,,86,"1,446","1,044","   01  "
,,,,,,,,,,,,,,,402,"   03  "
,Gas,09,235380,"NEWARK, EAST (BARNETT SHALE)","MIXER, K. R. UNIT","    1 H",,5419,1,0,1,"   01  ",0,"3,977",158,"   01  "
,,,,,,,,,,,,,,,"3,819","   03  "
,Gas,09,235382,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    3 H",,5403,65,0,8,"   01  ",57,"4,052",659,"   01  "
,,,,,,,,,,,,,,,"3,393","   03  "
,Gas,09,235384,"NEWARK, EAST (BARNETT SHALE)","MIXER, K. R. UNIT","    4 H",,5419,177,73,178,"   01  ",72,"4,087",163,"   01  "
,,,,,,,,,,,,,,,"3,924","   03  "
,Gas,09,235436,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    2 H",,5403,5,0,1,"   01  ",4,412,67,"   01  "
,,,,,,,,,,,,,,,345,"   03  "
,Gas,09,235437,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    4 H",,5403,56,1,6,"   01  ",51,"2,704",440,"   01  "
,,,,,,,,,,,,,,,"2,264","   03  "
,Gas,09,235439,"NEWARK, EAST (BARNETT SHALE)","MIXER, K. R. UNIT","    3 H",,5419,6,2,6,"   01  ",2,"3,654",145,"   01  "
,,,,,,,,,,,,,,,"3,509","   03  "
,Gas,09,235441,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    5 H",,5403,30,0,7,"   01  ",23,"3,454",562,"   01  "
,,,,,,,,,,,,,,,"2,892","   03  "
,Gas,09,235443,"NEWARK, EAST (BARNETT SHALE)","ARMSTRONG, LOUIS UNIT","    5 H",,5431,3,6,,,9,"2,449",418,"   01  "
,,,,,,,,,,,,,,,"2,031","   03  "
,Gas,09,235445,"NEWARK, EAST (BARNETT SHALE)","PALLMEYER UNIT B","    4 H",,5417,7,0,,,7,"3,008",434,"   01  "
,,,,,,,,,,,,,,,"2,574","   03  "
,Gas,09,235447,"NEWARK, EAST (BARNETT SHALE)","HOLIDAY, BILLIE","    3 H",,5440,1,0,,,1,"6,006",550,"   01  "
,,,,,,,,,,,,,,,"5,456","   03  "
,Gas,09,235449,"NEWARK, EAST (BARNETT SHALE)","THELONIOUS MONK UNIT","    1 H",,5450,58,57,85,"   01  ",30,"8,263","1,125","   01  "
,,,,,,,,,,,,,,,"7,138","   03  "
,Gas,09,235450,"NEWARK, EAST (BARNETT SHALE)","BOY SCOUT","    3 H",,5458,63,1,,,64,"2,633",78,"   01  "
,,,,,,,,,,,,,,,"2,555","   03  "
,Gas,09,235451,"NEWARK, EAST (BARNETT SHALE)","MUTTLEY UNIT","    1H ",,,5,0,,,5,0,,
,Gas,09,235452,"NEWARK, EAST (BARNETT SHALE)","JAMES UNIT","    1 H",,5441,17,0,,,17,"3,284",254,"   01  "
,,,,,,,,,,,,,,,"3,030","   03  "
,Gas,09,235453,"NEWARK, EAST (BARNETT SHALE)","CHESBROUGH-SHAW UNIT","    2 H",,5453,5,0,,,5,"4,701",413,"   01  "
,,,,,,,,,,,,,,,"4,288","   03  "
,Gas,09,235455,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    6 H",,5425,113,83,61,"   01  ",135,"3,865",176,"   01  "
,,,,,,,,,,,,,,,"3,689","   03  "
,Gas,09,235456,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    3 H",,5420,1,1,2,"   01  ",0,333,22,"   01  "
,,,,,,,,,,,,,,,311,"   03  "
,Gas,09,235457,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    3 H",,5425,0,0,,,0,0,,
Y,Gas,09,235458,"NEWARK, EAST (BARNETT SHALE)","SAN RAPHAEL UNIT","    2 H",,5423,47,0,,,47,"5,012",309,"   01  "
,,,,,,,,,,,,,,,"4,703","   03  "
,Gas,09,235459,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    2 H",,5425,0,24,14,"   01  ",10,"2,631",120,"   01  "
,,,,,,,,,,,,,,,"2,511","   03  "
,Gas,09,235460,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    1 H",,5425,4,19,13,"   01  ",10,"2,506",114,"   01  "
,,,,,,,,,,,,,,,"2,392","   03  "
,Gas,09,235461,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","    7H ",,5212,1,0,,,1,0,,
,Gas,09,235463,"NEWARK, EAST (BARNETT SHALE)","SMITHERS, WAYLON","    3 H",,5202,0,0,,,0,0,,
,Gas,09,235467,"NEWARK, EAST (BARNETT SHALE)",RADAR,"    1 H",,5447,1,0,,,1,"1,870",387,"   01  "
,,,,,,,,,,,,,,,"1,483","   03  "
,Gas,09,235516,"NEWARK, EAST (BARNETT SHALE)",ROSIE,"    1H ",,5491,14,0,,,14,0,,
,Gas,09,235517,"NEWARK, EAST (BARNETT SHALE)","MOONEY UNIT A","    2 H",,,72,0,,,72,"6,576","1,044","   01  "
,,,,,,,,,,,,,,,"5,532","   03  "
,Gas,09,235518,"NEWARK, EAST (BARNETT SHALE)","LOVEY UNIT","    1 H",,5443,75,0,,,75,"2,581",125,"   01  "
,,,,,,,,,,,,,,,"2,456","   03  "
,Gas,09,235519,"NEWARK, EAST (BARNETT SHALE)","PALLMEYER UNIT B","    2 H",,5417,8,0,,,8,"5,293",764,"   01  "
,,,,,,,,,,,,,,,"4,529","   03  "
,Gas,09,235520,"NEWARK, EAST (BARNETT SHALE)",LANGDON,"    3 H",,5422,39,0,,,39,"4,968",58,"   01  "
,,,,,,,,,,,,,,,"4,910","   03  "
,Gas,09,235521,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    2 H",,5425,2,3,3,"   01  ",2,466,21,"   01  "
,,,,,,,,,,,,,,,445,"   03  "
,Gas,09,235522,"NEWARK, EAST (BARNETT SHALE)","PUTTEET, C. R. UNIT","    5 H",,5425,0,52,30,"   01  ",22,"5,602",255,"   01  "
,,,,,,,,,,,,,,,"5,347","   03  "
,Gas,09,235523,"NEWARK, EAST (BARNETT SHALE)","MOONEY UNIT A","    3 H",,5457,13,0,,,13,"4,033",510,"   01  "
,,,,,,,,,,,,,,,"3,523","   03  "
,Gas,09,235525,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    1H ",,5434,8,0,,,8,"6,678",318,"   01  "
,,,,,,,,,,,,,,,"6,360","   03  "
,Gas,09,235526,"NEWARK, EAST (BARNETT SHALE)","SMITHERS, WAYLON","    4 H",,5202,0,0,,,0,0,,
,Gas,09,235528,"NEWARK, EAST (BARNETT SHALE)","MOONEY UNIT B","    2 H",,5455,0,0,,,0,"6,275","1,596","   01  "
,,,,,,,,,,,,,,,"4,679","   03  "
Y,Gas,09,235529,"NEWARK, EAST (BARNETT SHALE)","TED & ROY UNIT","    1 H",,5425,1,1,2,"   01  ",0,109,5,"   01  "
,,,,,,,,,,,,,,,104,"   03  "
,Gas,09,235547,"NEWARK, EAST (BARNETT SHALE)","BOY SCOUT","    5 H",,5458,73,0,,,73,"3,201",95,"   01  "
,,,,,,,,,,,,,,,"3,106","   03  "
,Gas,09,235548,"NEWARK, EAST (BARNETT SHALE)","CAMPOS UNIT B","    5H ",,5415,24,0,,,24,"5,657",677,"   01  "
,,,,,,,,,,,,,,,"4,980","   03  "
Y,Gas,09,235549,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    5 H",,5456,1,0,,,1,439,73,"   01  "
,,,,,,,,,,,,,,,366,"   03  "
Y,Gas,09,235550,"NEWARK, EAST (BARNETT SHALE)","GLEEN UNIT","    6 H",,5456,32,14,,,46,"6,656","1,111","   01  "
,,,,,,,,,,,,,,,"5,545","   03  "
,Gas,09,235552,"NEWARK, EAST (BARNETT SHALE)",ROSIE,"    2H ",,5491,14,0,,,14,0,,
,Gas,09,235920,"NEWARK, EAST (BARNETT SHALE)",PRIMULA,"    1 H",,,0,0,,,0,"3,223","3,223","   02  "
Y,Gas,09,236178,"NEWARK, EAST (BARNETT SHALE)","ARMSTRONG, LOUIS UNIT","    3 H",,5430,10,2,,,12,0,,
,Gas,09,236185,"NEWARK, EAST (BARNETT SHALE)","BILL THE CAT","    1 H",,,0,0,,,0,"2,610",167,"   01  "
,,,,,,,,,,,,,,,"2,443","   02  "
,Gas,09,236216,"NEWARK, EAST (BARNETT SHALE)","HOLIDAY, BILLIE","    2 H",,5440,0,0,,,0,"1,543",141,"   01  "
,,,,,,,,,,,,,,,"1,402","   03  "
,Gas,09,236310,"NEWARK, EAST (BARNETT SHALE)","FILLMORE, MILLARD UNIT","    1 H",,5711,51,0,,,51,0,,
,Gas,09,236315,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    2H ",,5479,97,1,80,"   01  ",18,"9,112",352,"   01  "
,,,,,,,,,,,,,,,"8,760","   03  "
,Gas,09,236401,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER NORTH","    3 H",,,0,0,,,0,"6,848","6,848","   02  "
,Gas,09,236403,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER"," B  3H ",,,0,0,,,0,"2,433","2,433","   02  "
,Gas,09,236790,"NEWARK, EAST (BARNETT SHALE)","ACTON MEADOWS","    1H ",,5653,25,0,,,25,"2,480",322,"   01  "
,,,,,,,,,,,,,,,"2,158","   03  "
,Gas,09,236793,"NEWARK, EAST (BARNETT SHALE)","BURT TRUST","    2 H",,,0,0,,,0,"3,945","3,945","   02  "
,Gas,09,236794,"NEWARK, EAST (BARNETT SHALE)","BURT TRUST","    4 H",,,0,0,,,0,"4,317","4,317","   02  "
,Gas,09,236887,"NEWARK, EAST (BARNETT SHALE)","RED DRAGON UNIT","    3H ",,5624,20,0,,,20,"6,699",259,"   01  "
,,,,,,,,,,,,,,,"6,440","   03  "
,Gas,09,236937,"NEWARK, EAST (BARNETT SHALE)","EAST CLETUS UNIT","    2 H",,,0,0,,,0,0,,
,Gas,09,236939,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    8H ",,,61,0,,,61,"7,215",279,"   01  "
,,,,,,,,,,,,,,,"6,936","   03  "
,Gas,09,236940,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    7H ",,5420,10,23,33,"   01  ",0,"4,705",313,"   01  "
,,,,,,,,,,,,,,,"4,392","   03  "
,Gas,09,236941,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    5 H",,5420,2,9,11,"   01  ",0,"1,810",121,"   01  "
,,,,,,,,,,,,,,,"1,689","   03  "
,Gas,09,236942,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    8H ",,5420,6,9,15,"   01  ",0,"1,788",119,"   01  "
,,,,,,,,,,,,,,,"1,669","   03  "
,Gas,09,236948,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    9 H",,5420,0,8,8,"   01  ",0,"1,659",111,"   01  "
,,,,,,,,,,,,,,,"1,548","   03  "
,Gas,09,236952,"NEWARK, EAST (BARNETT SHALE)","BIG ROCK CANDY MOUNTAIN","    6H ",,5420,26,11,18,"   01  ",19,"2,191",146,"   01  "
,,,,,,,,,,,,,,,"2,045","   03  "
,Gas,09,236954,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","    6 H",,5200,0,0,,,0,0,,
,Gas,09,236955,"NEWARK, EAST (BARNETT SHALE)","CAMPOS UNIT A","    5 H",,5416,8,2,,,10,"3,750",578,"   01  "
,,,,,,,,,,,,,,,"3,172","   03  "
,Gas,09,237178,"NEWARK, EAST (BARNETT SHALE)","SUGAR CRISP","    5 H",,,89,83,,,172,"5,775","1,044","   01  "
,,,,,,,,,,,,,,,"4,731","   03  "
,Gas,09,237181,"NEWARK, EAST (BARNETT SHALE)","THELONIOUS MONK UNIT","    2 H",,5450,37,14,28,"   01  ",23,"2,472",337,"   01  "
,,,,,,,,,,,,,,,"2,135","   03  "
,Gas,09,237186,"NEWARK, EAST (BARNETT SHALE)","MOONEY UNIT B","    3 H",,5455,13,0,,,13,0,,
,Gas,09,237218,"NEWARK, EAST (BARNETT SHALE)","LANHAM UNIT","    2 H",,5425,45,19,16,"   01  ",48,0,,
,Gas,09,237529,"NEWARK, EAST (BARNETT SHALE)","BOSWELL UNIT","    4H ",,,0,0,,,0,0,,
,Gas,09,237533,"NEWARK, EAST (BARNETT SHALE)","WIGGUM, RALPH","    9 H",,5216,0,0,,,0,0,,
,Gas,09,237539,"NEWARK, EAST (BARNETT SHALE)","THELONIOUS MONK UNIT","    3 H",,5450,20,0,,,20,0,,
,Gas,09,237625,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    6H ",,5434,0,0,,,0,"2,816",134,"   01  "
,,,,,,,,,,,,,,,"2,682","   03  "
,Gas,09,237628,"NEWARK, EAST (BARNETT SHALE)","HAWKEYE UNIT","    3H ",,5488,16,0,,,16,0,,
,Gas,09,237629,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    7H ",,5434,8,0,,,8,"1,396",67,"   01  "
,,,,,,,,,,,,,,,"1,329","   03  "
,Gas,09,237630,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    1H ",,5425,14,24,22,"   01  ",16,"3,628",165,"   01  "
,,,,,,,,,,,,,,,"3,463","   03  "
Y,Gas,09,237631,"NEWARK, EAST (BARNETT SHALE)","STETSON MASSEY UNIT","    4H ",,5468,19,0,,,19,0,,
Y,Gas,09,237633,"NEWARK, EAST (BARNETT SHALE)","STETSON MASSEY UNIT","    2H ",,5468,87,0,,,87,"4,479",88,"   01  "
,,,,,,,,,,,,,,,"4,391","   03  "
Y,Gas,09,237635,"NEWARK, EAST (BARNETT SHALE)","STETSON MASSEY UNIT","    1H ",,5468,81,0,,,81,"1,690",33,"   01  "
,,,,,,,,,,,,,,,"1,657","   03  "
,Gas,09,237636,"NEWARK, EAST (BARNETT SHALE)","SHERRY P UNIT","    4H ",,5487,0,0,,,0,"3,176",93,"   01  "
,,,,,,,,,,,,,,,"3,083","   03  "
,Gas,09,237638,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    5H ",,5474,32,0,,,32,0,,
,Gas,09,237641,"NEWARK, EAST (BARNETT SHALE)","SHERRY P UNIT","    6H ",,5487,62,0,30,"   01  ",32,"4,958",145,"   01  "
,,,,,,,,,,,,,,,"4,813","   03  "
,Gas,09,237643,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    1H ",,5505,60,15,63,"   01  ",12,"4,275","4,275","   03  "
,Gas,09,237644,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    2H ",,5505,62,5,56,"   01  ",11,"2,167","2,167","   03  "
,Gas,09,237645,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    9H ",,5522,0,0,,,0,"1,597",291,"   01  "
,,,,,,,,,,,,,,,"1,306","   03  "
,Gas,09,237647,"NEWARK, EAST (BARNETT SHALE)","BERLIN UNIT","    1H ",,5509,8,0,,,8,"1,499","1,232","   01  "
,,,,,,,,,,,,,,,267,"   03  "
,Gas,09,237649,"NEWARK, EAST (BARNETT SHALE)","SHERRY P UNIT","    8H ",,5487,0,0,,,0,0,,
,Gas,09,237650,"NEWARK, EAST (BARNETT SHALE)","HOOVER UNIT","    8H ",,5522,0,0,,,0,"1,332",243,"   01  "
,,,,,,,,,,,,,,,"1,089","   03  "
,Gas,09,237656,"NEWARK, EAST (BARNETT SHALE)",RADAR,"    3H ",,5447,1,0,,,1,"2,592",536,"   01  "
,,,,,,,,,,,,,,,"2,056","   03  "
,Gas,09,237661,"NEWARK, EAST (BARNETT SHALE)","TRAPPER JOHN","    3H ",,,28,0,,,28,0,,
,Gas,09,237665,"NEWARK, EAST (BARNETT SHALE)","STEWART UNIT","    2H ",,5470,7,0,,,7,"3,881",378,"   01  "
,,,,,,,,,,,,,,,"3,503","   03  "
,Gas,09,237667,"NEWARK, EAST (BARNETT SHALE)","STEWART UNIT","    3H ",,,122,0,,,122,576,576,"   01  "
,Gas,09,237669,"NEWARK, EAST (BARNETT SHALE)","TRAPPER JOHN UNIT","    4H ",,5490,39,0,,,39,"6,102","6,102","   03  "
,Gas,09,237670,"NEWARK, EAST (BARNETT SHALE)","JAMES UNIT","    3H ",,5441,26,0,,,26,"4,287",331,"   01  "
,,,,,,,,,,,,,,,"3,956","   03  "
,Gas,09,237671,"NEWARK, EAST (BARNETT SHALE)","ZBAR LAND & CATTLE CO. UNIT","    2H ",,5492,15,0,,,15,0,,
,Gas,09,237725,"NEWARK, EAST (BARNETT SHALE)","DEBORAH LOU UNIT","    4H ",,5487,60,0,29,"   01  ",31,"2,804",82,"   01  "
,,,,,,,,,,,,,,,"2,722","   03  "
,Gas,09,237913,"NEWARK, EAST (BARNETT SHALE)",NOEL,"    2H ",,5446,23,0,,,23,0,,
,Gas,09,237914,"NEWARK, EAST (BARNETT SHALE)",NOEL,"    1H ",,5446,27,0,,,27,0,,
,Gas,09,237918,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE ALPHABET CROSSING UNIT"," G  2H ",,,0,0,,,0,"8,181","8,181","   02  "
,Gas,09,237919,"NEWARK, EAST (BARNETT SHALE)","CHESBROUGH-SHAW UNIT","    3H ",,5453,0,0,,,0,"4,119",362,"   01  "
,,,,,,,,,,,,,,,"3,757","   03  "
,Gas,09,237921,"NEWARK, EAST (BARNETT SHALE)","CAMPOS UNIT B","    6H ",,5415,10,0,,,10,"3,403",407,"   01  "
,,,,,,,,,,,,,,,"2,996","   03  "
,Gas,09,237951,"NEWARK, EAST (BARNETT SHALE)","J. BROUMLEY UNIT","    4H ",,5726,54,0,,,54,0,,
,Gas,09,237962,"NEWARK, EAST (BARNETT SHALE)","MAJOR BURNS UNIT","    2H ",,5489,4,0,,,4,0,,
,Gas,09,237963,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    3H ",,5496,11,0,,,11,"1,751","1,751","   03  "
Y,Gas,09,237965,"NEWARK, EAST (BARNETT SHALE)","HONEYCOMB UNIT","    4H ",,5437,35,0,,,35,"5,730",98,"   01  "
,,,,,,,,,,,,,,,"5,632","   03  "
,Gas,09,237966,"NEWARK, EAST (BARNETT SHALE)",RANDLE,"    1H ",,5403,0,0,,,0,0,,
,Gas,09,237967,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    4H ",,5480,2,0,,,2,0,,
,Gas,09,237968,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    5H ",,5480,1,0,,,1,0,,
,Gas,09,237971,"NEWARK, EAST (BARNETT SHALE)","LANGDON UNIT A","    3H ",,5466,38,0,,,38,0,,
,Gas,09,237974,"NEWARK, EAST (BARNETT SHALE)","GOLDSMITH HILTON UNIT","    2H ",,,0,0,,,0,0,,
,Gas,09,237975,"NEWARK, EAST (BARNETT SHALE)","GOLDSMITH HILTON UNIT","    3H ",,,0,0,,,0,"6,551",419,"   01  "
,,,,,,,,,,,,,,,"6,132","   02  "
,Gas,09,237979,"NEWARK, EAST (BARNETT SHALE)","GOLDSMITH HILTON UNIT","    1H ",,,0,0,,,0,0,,
,Gas,09,238024,"NEWARK, EAST (BARNETT SHALE)","HUMMER UNIT","    2H ",,5442,29,0,,,29,"6,164",465,"   01  "
,,,,,,,,,,,,,,,"5,699","   03  "
,Gas,09,238042,"NEWARK, EAST (BARNETT SHALE)",MAYFIELD,"    1H ",,,0,0,,,0,"1,811",720,"   01  "
,,,,,,,,,,,,,,,"1,091","   02  "
,Gas,09,238045,"NEWARK, EAST (BARNETT SHALE)","CHESBROUGH-SHAW UNIT","    5H ",,5453,5,0,,,5,0,,
,Gas,09,238047,"NEWARK, EAST (BARNETT SHALE)","SASS UNIT","    4H ",,5434,1,0,,,1,"4,184",199,"   01  "
,,,,,,,,,,,,,,,"3,985","   03  "
,Gas,09,238048,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    3H ",,,47,0,,,47,395,15,"   01  "
,,,,,,,,,,,,,,,380,"   03  "
,Gas,09,238261,"NEWARK, EAST (BARNETT SHALE)","YOSEMITE SAM UNIT","    1H ",,5479,97,1,80,"   01  ",18,"3,993",154,"   01  "
,,,,,,,,,,,,,,,"3,839","   03  "
Y,Gas,09,238262,"NEWARK, EAST (BARNETT SHALE)","BUBBS UNIT","    7H ",,5425,0,14,8,"   01  ",6,"1,434",65,"   01  "
,,,,,,,,,,,,,,,"1,369","   03  "
,Gas,09,238265,"NEWARK, EAST (BARNETT SHALE)","PRIMULA SOUTH","    2H ",,,0,0,,,0,"2,912","2,912","   02  "
,Gas,09,238280,"NEWARK, EAST (BARNETT SHALE)","PARKER UNIT","    4H ",,5404,1,0,,,1,"8,321",618,"   01  "
,,,,,,,,,,,,,,,"7,703","   03  "
,Gas,09,238299,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER SOUTH","    4H ",,,0,0,,,0,"1,401","1,401","   02  "
,Gas,09,238300,"NEWARK, EAST (BARNETT SHALE)","ALLIANCE TECH CENTER SOUTH","    3H ",,,0,0,,,0,"3,607","3,607","   02  "
,Gas,09,238394,"NEWARK, EAST (BARNETT SHALE)","COLONEL FLAGG UNIT","    6H ",,5474,10,0,,,10,"2,214","2,214","   03  "
Y,Gas,09,238586,"NEWARK, EAST (BARNETT SHALE)","LANHAM UNIT","    1H ",,5425,0,45,31,"   01  ",14,"5,867",267,"   01  "
,,,,,,,,,,,,,,,"5,600","   03  "
,Gas,09,238600,"NEWARK, EAST (BARNETT SHALE)","WILLIAMS-FINN UNIT","    4H ",,5506,55,2,,,57,"3,028",500,"   01  "
,,,,,,,,,,,,,,,"2,528","   03  "
