Date,Oil,Gas,Water,Well Count,Mbbl/month,Ten's of Thousand bbl /month (1E-4),MMcf/month,Ten's of Thousand mcf /month (1E-4)
1978-07-01,627209,2224890,16767811,1465,627.209,62.7209,2224.89,222.489
1978-08-01,618586,2140809,16594020,1464,618.586,61.8586,2140.809,214.0809
1978-09-01,589822,2021999,15642934,1467,589.822,58.9822,2021.999,202.1999
1978-10-01,599034,1885088,15981888,1464,599.034,59.9034,1885.088,188.5088
1978-11-01,580779,1791213,15472576,1454,580.779,58.0779,1791.213,179.1213
1978-12-01,587902,1981292,15557127,1461,587.902,58.7902,1981.292,198.1292
1979-01-01,567514,2058798,15283674,1470,567.514,56.7514,2058.798,205.8798
1979-02-01,530960,1854034,14042175,1467,530.96,53.096,1854.034,185.4034
1979-03-01,590082,2084343,15669050,1471,590.082,59.0082,2084.343,208.4343
1979-04-01,562040,1962732,15031061,1475,562.04,56.204,1962.732,196.2732
1979-05-01,575180,2294649,15317501,1487,575.18,57.518,2294.649,229.4649
1979-06-01,539666,2099851,14419936,1460,539.666,53.9666,2099.851,209.9851
1979-07-01,557775,2243202,14774288,1487,557.775,55.7775,2243.202,224.3202
1979-08-01,554818,2152736,14696366,1491,554.818,55.4818,2152.736,215.2736
1979-09-01,528864,1851429,13823364,1502,528.864,52.8864,1851.429,185.1429
1979-10-01,547810,2118079,14399960,1494,547.81,54.781,2118.079,211.8079
1979-11-01,534329,2069966,14018294,1564,534.329,53.4329,2069.966,206.9966
1979-12-01,548322,2191486,14233609,1459,548.322,54.8322,2191.486,219.1486
1980-01-01,544220,2246376,14258800,1439,544.22,54.422,2246.376,224.6376
1980-02-01,498102,1991056,13243422,1436,498.102,49.8102,1991.056,199.1056
1980-03-01,527444,2224760,13816490,1453,527.444,52.7444,2224.76,222.476
1980-04-01,508979,2154783,13401406,1502,508.979,50.8979,2154.783,215.4783
1980-05-01,515433,2201313,13598588,1485,515.433,51.5433,2201.313,220.1313
1980-06-01,482204,2206777,12874976,1520,482.204,48.2204,2206.777,220.6777
1980-07-01,507664,2358871,13934965,1529,507.664,50.7664,2358.871,235.8871
1980-08-01,509859,2312942,13900523,1526,509.859,50.9859,2312.942,231.2942
1980-09-01,476615,2115905,12662319,1532,476.615,47.6615,2115.905,211.5905
1980-10-01,487164,1956807,13184628,1205,487.164,48.7164,1956.807,195.6807
1980-11-01,463323,2049227,12399666,1513,463.323,46.3323,2049.227,204.9227
1980-12-01,471718,2113465,12503730,1444,471.718,47.1718,2113.465,211.3465
1981-01-01,472035,2099963,12486956,1520,472.035,47.2035,2099.963,209.9963
1981-02-01,428501,1913337,11141976,1500,428.501,42.8501,1913.337,191.3337
1981-03-01,477781,2092289,12314980,1516,477.781,47.7781,2092.289,209.2289
1981-04-01,451538,1986251,11718395,1488,451.538,45.1538,1986.251,198.6251
1981-05-01,455572,2194054,11719728,1223,455.572,45.5572,2194.054,219.4054
1981-06-01,437621,2132876,11147326,1177,437.621,43.7621,2132.876,213.2876
1981-07-01,443605,2174260,11377622,1231,443.605,44.3605,2174.26,217.426
1981-08-01,453966,2192763,11433784,1303,453.966,45.3966,2192.763,219.2763
1981-09-01,447521,2109521,11186174,1163,447.521,44.7521,2109.521,210.9521
1981-10-01,487314,2203674,11415793,920,487.314,48.7314,2203.674,220.3674
1981-11-01,468662,2060458,11126014,784,468.662,46.8662,2060.458,206.0458
1981-12-01,474510,2043744,11443696,1049,474.51,47.451,2043.744,204.3744
1982-01-01,455955,1923752,10932253,1076,455.955,45.5955,1923.752,192.3752
1982-02-01,409522,1772258,9924922,1068,409.522,40.9522,1772.258,177.2258
1982-03-01,445750,1978861,10880577,1245,445.75,44.575,1978.861,197.8861
1982-04-01,433964,1880560,11061998,1262,433.964,43.3964,1880.56,188.056
1982-05-01,435072,1976159,10773007,1273,435.072,43.5072,1976.159,197.6159
1982-06-01,418334,1628714,10506212,1269,418.334,41.8334,1628.714,162.8714
1982-07-01,426971,2059085,10761236,1589,426.971,42.6971,2059.085,205.9085
1982-08-01,425078,2023107,10663096,1276,425.078,42.5078,2023.107,202.3107
1982-09-01,403377,1943920,10355802,1284,403.377,40.3377,1943.92,194.392
1982-10-01,433530,2068365,10694023,1235,433.53,43.353,2068.365,206.8365
1982-11-01,417666,1909362,10412398,1238,417.666,41.7666,1909.362,190.9362
1982-12-01,427734,1706152,10680297,1182,427.734,42.7734,1706.152,170.6152
1983-01-01,423706,1701518,10427726,1282,423.706,42.3706,1701.518,170.1518
1983-02-01,388515,1500744,9393557,1265,388.515,38.8515,1500.744,150.0744
1983-03-01,436056,1706776,10496561,1301,436.056,43.6056,1706.776,170.6776
1983-04-01,405592,1567850,9927916,1148,405.592,40.5592,1567.85,156.785
1983-05-01,411721,1391387,10081133,1293,411.721,41.1721,1391.387,139.1387
1983-06-01,401017,1302564,9962078,1287,401.017,40.1017,1302.564,130.2564
1983-07-01,406917,1534677,10094904,1288,406.917,40.6917,1534.677,153.4677
1983-08-01,418516,1659878,10425961,1313,418.516,41.8516,1659.878,165.9878
1983-09-01,400989,1587146,10108182,1292,400.989,40.0989,1587.146,158.7146
1983-10-01,418974,1594086,10231948,1296,418.974,41.8974,1594.086,159.4086
1983-11-01,414065,1512170,9940854,1290,414.065,41.4065,1512.17,151.217
1983-12-01,379209,1396097,8384816,1289,379.209,37.9209,1396.097,139.6097
1984-01-01,406161,1410300,9389130,1287,406.161,40.6161,1410.3,141.03
1984-02-01,386814,1438237,8965943,1273,386.814,38.6814,1438.237,143.8237
1984-03-01,410777,1555016,9618044,1276,410.777,41.0777,1555.016,155.5016
1984-04-01,394405,1339217,9255734,1273,394.405,39.4405,1339.217,133.9217
1984-05-01,411460,1422836,9562781,1278,411.46,41.146,1422.836,142.2836
1984-06-01,401492,1501839,9304483,1278,401.492,40.1492,1501.839,150.1839
1984-07-01,411325,1544141,9494488,1273,411.325,41.1325,1544.141,154.4141
1984-08-01,398889,1512908,9254915,1275,398.889,39.8889,1512.908,151.2908
1984-09-01,387297,1368259,9121031,1311,387.297,38.7297,1368.259,136.8259
1984-10-01,396755,1398177,9236255,1269,396.755,39.6755,1398.177,139.8177
1984-11-01,380927,1311521,8752623,1270,380.927,38.0927,1311.521,131.1521
1984-12-01,388860,1320070,9005203,1305,388.86,38.886,1320.07,132.007
1985-01-01,372271,1331771,8070282,1303,372.271,37.2271,1331.771,133.1771
1985-02-01,340619,1184761,7749255,1307,340.619,34.0619,1184.761,118.4761
1985-03-01,383301,1136526,9225467,1274,383.301,38.3301,1136.526,113.6526
1985-04-01,369042,1103708,8613688,1333,369.042,36.9042,1103.708,110.3708
1985-05-01,375107,976302,8854200,1226,375.107,37.5107,976.302,97.6302
1985-06-01,365185,609579,8628589,1216,365.185,36.5185,609.579,60.9579
1985-07-01,376123,1360845,8898097,1268,376.123,37.6123,1360.845,136.0845
1985-08-01,376624,1494011,8808332,960,376.624,37.6624,1494.011,149.4011
1985-09-01,364660,1289170,8601610,1249,364.66,36.466,1289.17,128.917
1985-10-01,380490,1351686,8811800,1273,380.49,38.049,1351.686,135.1686
1985-11-01,367163,1175164,8439255,1283,367.163,36.7163,1175.164,117.5164
1985-12-01,367594,1308023,8305190,1281,367.594,36.7594,1308.023,130.8023
1986-01-01,367758,1433364,8430079,1284,367.758,36.7758,1433.364,143.3364
1986-02-01,325826,1422608,7590347,1276,325.826,32.5826,1422.608,142.2608
1986-03-01,354075,1525978,8314568,1282,354.075,35.4075,1525.978,152.5978
1986-04-01,339228,1515778,7850713,1271,339.228,33.9228,1515.778,151.5778
1986-05-01,344272,1520420,8092808,1248,344.272,34.4272,1520.42,152.042
1986-06-01,328952,1455682,7609429,1229,328.952,32.8952,1455.682,145.5682
1986-07-01,334426,1507705,7639210,1220,334.426,33.4426,1507.705,150.7705
1986-08-01,335468,1453498,7771973,1211,335.468,33.5468,1453.498,145.3498
1986-09-01,330043,1301130,7644831,1203,330.043,33.0043,1301.13,130.113
1986-10-01,339217,1352788,7646357,1191,339.217,33.9217,1352.788,135.2788
1986-11-01,322849,1290551,7221611,1192,322.849,32.2849,1290.551,129.0551
1986-12-01,333764,1204187,7379756,1189,333.764,33.3764,1204.187,120.4187
1987-01-01,325865,1232594,7429976,1179,325.865,32.5865,1232.594,123.2594
1987-02-01,296771,1129793,6613489,1182,296.771,29.6771,1129.793,112.9793
1987-03-01,331344,1222201,7548438,1183,331.344,33.1344,1222.201,122.2201
1987-04-01,309633,1187961,7187199,1182,309.633,30.9633,1187.961,118.7961
1987-05-01,311234,1284226,7301910,1179,311.234,31.1234,1284.226,128.4226
1987-06-01,300453,1213674,7041768,1171,300.453,30.0453,1213.674,121.3674
1987-07-01,307001,1234548,7275973,1169,307.001,30.7001,1234.548,123.4548
1987-08-01,296317,1199334,6899964,1097,296.317,29.6317,1199.334,119.9334
1987-09-01,297129,1139316,7002268,1161,297.129,29.7129,1139.316,113.9316
1987-10-01,312431,1178347,7354834,1160,312.431,31.2431,1178.347,117.8347
1987-11-01,300331,1095545,6976822,1173,300.331,30.0331,1095.545,109.5545
1987-12-01,302239,1132323,6994634,1181,302.239,30.2239,1132.323,113.2323
1988-01-01,302798,1175434,7121912,1196,302.798,30.2798,1175.434,117.5434
1988-02-01,277980,1101796,6615434,1168,277.98,27.798,1101.796,110.1796
1988-03-01,288654,1216657,6942100,1186,288.654,28.8654,1216.657,121.6657
1988-04-01,284006,1194035,6823268,1190,284.006,28.4006,1194.035,119.4035
1988-05-01,283883,907473,6987225,1190,283.883,28.3883,907.473,90.7473
1988-06-01,276966,1116645,6734772,1195,276.966,27.6966,1116.645,111.6645
1988-07-01,286703,1156736,7009820,1195,286.703,28.6703,1156.736,115.6736
1988-08-01,291395,1172045,6924710,1189,291.395,29.1395,1172.045,117.2045
1988-09-01,283916,1140095,6709297,1187,283.916,28.3916,1140.095,114.0095
1988-10-01,288823,1170637,6993088,1172,288.823,28.8823,1170.637,117.0637
1988-11-01,275933,1056679,6714890,1169,275.933,27.5933,1056.679,105.6679
1988-12-01,278877,1109517,6768090,1171,278.877,27.8877,1109.517,110.9517
1989-01-01,275201,1064035,6752946,1167,275.201,27.5201,1064.035,106.4035
1989-02-01,240268,961695,5795551,1170,240.268,24.0268,961.695,96.1695
1989-03-01,267086,1075759,6585982,1166,267.086,26.7086,1075.759,107.5759
1989-04-01,251898,1119422,6177061,1164,251.898,25.1898,1119.422,111.9422
1989-05-01,263877,1108425,6363377,1165,263.877,26.3877,1108.425,110.8425
1989-06-01,256121,1061814,6270716,1155,256.121,25.6121,1061.814,106.1814
1989-07-01,258906,1104081,6148877,1150,258.906,25.8906,1104.081,110.4081
1989-08-01,258011,1051388,6127034,1153,258.011,25.8011,1051.388,105.1388
1989-09-01,254922,1052634,6133683,1135,254.922,25.4922,1052.634,105.2634
1989-10-01,268070,1073552,6383258,950,268.07,26.807,1073.552,107.3552
1989-11-01,253368,1084236,6057153,1038,253.368,25.3368,1084.236,108.4236
1989-12-01,247001,1003613,5885482,1092,247.001,24.7001,1003.613,100.3613
1990-01-01,261755,1038517,6372024,1101,261.755,26.1755,1038.517,103.8517
1990-02-01,238839,1006395,5615549,1100,238.839,23.8839,1006.395,100.6395
1990-03-01,258174,1102834,6199339,1100,258.174,25.8174,1102.834,110.2834
1990-04-01,240592,1047995,5788300,1096,240.592,24.0592,1047.995,104.7995
1990-05-01,250310,1141540,5983855,1107,250.31,25.031,1141.54,114.154
1990-06-01,229406,1113519,5643382,1120,229.406,22.9406,1113.519,111.3519
1990-07-01,242378,1132344,5984043,1123,242.378,24.2378,1132.344,113.2344
1990-08-01,241812,1176704,5987944,1125,241.812,24.1812,1176.704,117.6704
1990-09-01,258268,1090565,5980639,1082,258.268,25.8268,1090.565,109.0565
1990-10-01,246981,1100585,6129984,1077,246.981,24.6981,1100.585,110.0585
1990-11-01,234986,1011938,5743990,1076,234.986,23.4986,1011.938,101.1938
1990-12-01,235698,994404,5803268,1077,235.698,23.5698,994.404,99.4404
1991-01-01,233590,953931,5708806,1076,233.59,23.359,953.931,95.3931
1991-02-01,206455,910001,5060218,1073,206.455,20.6455,910.001,91.0001
1991-03-01,227384,1057827,5521701,1068,227.384,22.7384,1057.827,105.7827
1991-04-01,218788,1049464,5327230,1069,218.788,21.8788,1049.464,104.9464
1991-05-01,224447,1036599,5435682,1070,224.447,22.4447,1036.599,103.6599
1991-06-01,223173,1015152,5350379,1068,223.173,22.3173,1015.152,101.5152
1991-07-01,234373,1103486,5493952,1069,234.373,23.4373,1103.486,110.3486
1991-08-01,237985,1019650,5516857,1070,237.985,23.7985,1019.65,101.965
1991-09-01,238262,989768,5746009,1049,238.262,23.8262,989.768,98.9768
1991-10-01,245790,1008828,5927210,1055,245.79,24.579,1008.828,100.8828
1991-11-01,243972,909085,5973817,1056,243.972,24.3972,909.085,90.9085
1991-12-01,249284,764310,6191394,1054,249.284,24.9284,764.31,76.431
1992-01-01,245436,885043,6054568,1064,245.436,24.5436,885.043,88.5043
1992-02-01,229791,789068,5685739,1064,229.791,22.9791,789.068,78.9068
1992-03-01,245471,991881,5894265,1056,245.471,24.5471,991.881,99.1881
1992-04-01,235023,943673,5582645,1058,235.023,23.5023,943.673,94.3673
1992-05-01,239456,970397,5588322,1057,239.456,23.9456,970.397,97.0397
1992-06-01,227555,947626,5331595,1059,227.555,22.7555,947.626,94.7626
1992-07-01,235186,966833,5504912,1059,235.186,23.5186,966.833,96.6833
1992-08-01,236354,954264,5642455,1060,236.354,23.6354,954.264,95.4264
1992-09-01,231862,943386,5689771,1047,231.862,23.1862,943.386,94.3386
1992-10-01,242808,922644,5727437,1044,242.808,24.2808,922.644,92.2644
1992-11-01,236571,871783,5668998,1044,236.571,23.6571,871.783,87.1783
1992-12-01,240718,931094,5696745,1046,240.718,24.0718,931.094,93.1094
1993-01-01,240299,977447,5654148,1045,240.299,24.0299,977.447,97.7447
1993-02-01,223539,916942,5160430,1052,223.539,22.3539,916.942,91.6942
1993-03-01,250770,1130165,5793889,1052,250.77,25.077,1130.165,113.0165
1993-04-01,235038,1068747,5392449,1053,235.038,23.5038,1068.747,106.8747
1993-05-01,237369,1149988,5334223,1054,237.369,23.7369,1149.988,114.9988
1993-06-01,227038,1132144,5132542,1054,227.038,22.7038,1132.144,113.2144
1993-07-01,224872,1136609,5153800,1054,224.872,22.4872,1136.609,113.6609
1993-08-01,227021,1218819,5087470,1054,227.021,22.7021,1218.819,121.8819
1993-09-01,226219,1168174,4835367,1009,226.219,22.6219,1168.174,116.8174
1993-10-01,245566,1210227,4947360,1015,245.566,24.5566,1210.227,121.0227
1993-11-01,251773,1161564,4956102,1020,251.773,25.1773,1161.564,116.1564
1993-12-01,253073,1190140,5029210,1024,253.073,25.3073,1190.14,119.014
1994-01-01,253184,1209195,4980699,1025,253.184,25.3184,1209.195,120.9195
1994-02-01,238284,1159414,4741541,1034,238.284,23.8284,1159.414,115.9414
1994-03-01,279701,1297647,5639038,1035,279.701,27.9701,1297.647,129.7647
1994-04-01,255948,1287299,5159638,1045,255.948,25.5948,1287.299,128.7299
1994-05-01,269208,1357514,5391093,1050,269.208,26.9208,1357.514,135.7514
1994-06-01,263943,1345547,5147657,1058,263.943,26.3943,1345.547,134.5547
1994-07-01,268049,1377417,5418788,1059,268.049,26.8049,1377.417,137.7417
1994-08-01,267068,1360504,5491186,1066,267.068,26.7068,1360.504,136.0504
1994-09-01,253566,1312900,5296811,1011,253.566,25.3566,1312.9,131.29
1994-10-01,256152,1295955,5476835,1001,256.152,25.6152,1295.955,129.5955
1994-11-01,247413,1210027,5370045,1009,247.413,24.7413,1210.027,121.0027
1994-12-01,257574,1133188,5744015,1009,257.574,25.7574,1133.188,113.3188
1995-01-01,250012,1194945,5539892,1009,250.012,25.0012,1194.945,119.4945
1995-02-01,230843,1122884,5104732,1014,230.843,23.0843,1122.884,112.2884
1995-03-01,256707,1236608,5627684,1009,256.707,25.6707,1236.608,123.6608
1995-04-01,256020,1241138,5627313,1019,256.02,25.602,1241.138,124.1138
1995-05-01,272095,1282072,5843873,1033,272.095,27.2095,1282.072,128.2072
1995-06-01,254964,1226638,5576958,1033,254.964,25.4964,1226.638,122.6638
1995-07-01,300917,1329486,7725382,1035,300.917,30.0917,1329.486,132.9486
1995-08-01,285129,1284065,7004930,1035,285.129,28.5129,1284.065,128.4065
1995-09-01,278257,1214106,6554065,1011,278.257,27.8257,1214.106,121.4106
1995-10-01,308804,1288803,7453250,1017,308.804,30.8804,1288.803,128.8803
1995-11-01,276559,1156016,6998520,1019,276.559,27.6559,1156.016,115.6016
1995-12-01,286892,1197269,6998700,1026,286.892,28.6892,1197.269,119.7269
1996-01-01,276525,1194163,6771458,1035,276.525,27.6525,1194.163,119.4163
1996-02-01,266039,1165607,6509856,1046,266.039,26.6039,1165.607,116.5607
1996-03-01,296149,1315238,6812748,1038,296.149,29.6149,1315.238,131.5238
1996-04-01,300998,1257756,7523818,1040,300.998,30.0998,1257.756,125.7756
1996-05-01,282517,1233428,6191621,1036,282.517,28.2517,1233.428,123.3428
1996-06-01,275734,1213360,6604394,1039,275.734,27.5734,1213.36,121.336
1996-07-01,283277,1250798,7101944,1041,283.277,28.3277,1250.798,125.0798
1996-08-01,276965,1239486,6844168,1043,276.965,27.6965,1239.486,123.9486
1996-09-01,267617,1243650,6661087,996,267.617,26.7617,1243.65,124.365
1996-10-01,285907,1262228,7252323,998,285.907,28.5907,1262.228,126.2228
1996-11-01,279283,1241489,7122324,1003,279.283,27.9283,1241.489,124.1489
1996-12-01,289654,1266314,7270375,1003,289.654,28.9654,1266.314,126.6314
1997-01-01,280995,1202974,4933074,1005,280.995,28.0995,1202.974,120.2974
1997-02-01,260744,1161835,4380579,999,260.744,26.0744,1161.835,116.1835
1997-03-01,290928,1284172,4785802,1002,290.928,29.0928,1284.172,128.4172
1997-04-01,286429,1232001,4687674,1007,286.429,28.6429,1232.001,123.2001
1997-05-01,310124,1289414,5141611,1021,310.124,31.0124,1289.414,128.9414
1997-06-01,284618,1246446,4176149,1025,284.618,28.4618,1246.446,124.6446
1997-07-01,309175,1263296,5034799,1028,309.175,30.9175,1263.296,126.3296
1997-08-01,302077,1247308,5095131,1028,302.077,30.2077,1247.308,124.7308
1997-09-01,294324,1214761,4801204,969,294.324,29.4324,1214.761,121.4761
1997-10-01,290225,1251108,4599119,965,290.225,29.0225,1251.108,125.1108
1997-11-01,276478,1222335,4437899,964,276.478,27.6478,1222.335,122.2335
1997-12-01,290129,1234577,4650252,970,290.129,29.0129,1234.577,123.4577
1998-01-01,291347,1213717,4017103,974,291.347,29.1347,1213.717,121.3717
1998-02-01,284703,1088809,3787040,981,284.703,28.4703,1088.809,108.8809
1998-03-01,344538,1229276,4699783,975,344.538,34.4538,1229.276,122.9276
1998-04-01,327305,1201782,4427938,980,327.305,32.7305,1201.782,120.1782
1998-05-01,344388,1273047,4640236,990,344.388,34.4388,1273.047,127.3047
1998-06-01,320151,1243948,4420861,994,320.151,32.0151,1243.948,124.3948
1998-07-01,319790,1286192,4395815,998,319.79,31.979,1286.192,128.6192
1998-08-01,315031,1306831,4382406,1003,315.031,31.5031,1306.831,130.6831
1998-09-01,312965,1210538,4297360,985,312.965,31.2965,1210.538,121.0538
1998-10-01,319900,1317040,4513026,993,319.9,31.99,1317.04,131.704
1998-11-01,305632,1244926,4327995,995,305.632,30.5632,1244.926,124.4926
1998-12-01,302581,1222821,4227396,995,302.581,30.2581,1222.821,122.2821
1999-01-01,296156,1219285,4276779,997,296.156,29.6156,1219.285,121.9285
1999-02-01,269427,1085993,3896632,998,269.427,26.9427,1085.993,108.5993
1999-03-01,280096,1179549,3960747,984,280.096,28.0096,1179.549,117.9549
1999-04-01,263625,1119850,3791337,983,263.625,26.3625,1119.85,111.985
1999-05-01,268439,1143516,3818449,983,268.439,26.8439,1143.516,114.3516
1999-06-01,250736,1106730,3455519,983,250.736,25.0736,1106.73,110.673
1999-07-01,256303,1129073,3581562,982,256.303,25.6303,1129.073,112.9073
1999-08-01,246081,1087601,3388575,980,246.081,24.6081,1087.601,108.7601
1999-09-01,234703,1039141,3187031,946,234.703,23.4703,1039.141,103.9141
1999-10-01,241089,1048779,3231181,948,241.089,24.1089,1048.779,104.8779
1999-11-01,235216,996706,3221525,948,235.216,23.5216,996.706,99.6706
1999-12-01,240916,967789,3296222,948,240.916,24.0916,967.789,96.7789
2000-01-01,238208,901871,3333040,946,238.208,23.8208,901.871,90.1871
2000-02-01,227107,910276,3148166,947,227.107,22.7107,910.276,91.0276
2000-03-01,231223,980918,3057314,928,231.223,23.1223,980.918,98.0918
2000-04-01,220788,976778,2952692,931,220.788,22.0788,976.778,97.6778
2000-05-01,237937,1015172,3351788,933,237.937,23.7937,1015.172,101.5172
2000-06-01,224143,969540,3080203,930,224.143,22.4143,969.54,96.954
2000-07-01,231689,975120,3183731,934,231.689,23.1689,975.12,97.512
2000-08-01,235893,1023735,3355012,936,235.893,23.5893,1023.735,102.3735
2000-09-01,222523,974184,3096858,915,222.523,22.2523,974.184,97.4184
2000-10-01,223357,677879,3107638,917,223.357,22.3357,677.879,67.7879
2000-11-01,220964,1011193,3083701,920,220.964,22.0964,1011.193,101.1193
2000-12-01,222505,1020332,3034394,922,222.505,22.2505,1020.332,102.0332
2001-01-01,226693,1052196,3332162,926,226.693,22.6693,1052.196,105.2196
2001-02-01,199520,941899,3020750,930,199.52,19.952,941.899,94.1899
2001-03-01,214241,997048,3182216,915,214.241,21.4241,997.048,99.7048
2001-04-01,205567,976859,3161559,914,205.567,20.5567,976.859,97.6859
2001-05-01,211170,1023699,3141113,917,211.17,21.117,1023.699,102.3699
2001-06-01,207075,1015691,3099662,919,207.075,20.7075,1015.691,101.5691
2001-07-01,213668,1050448,3289074,921,213.668,21.3668,1050.448,105.0448
2001-08-01,209642,1042151,3163639,920,209.642,20.9642,1042.151,104.2151
2001-09-01,193842,823977,2848225,913,193.842,19.3842,823.977,82.3977
2001-10-01,200777,765276,2996226,903,200.777,20.0777,765.276,76.5276
2001-11-01,190729,761618,2812749,903,190.729,19.0729,761.618,76.1618
2001-12-01,196810,789432,2828356,902,196.81,19.681,789.432,78.9432
2002-01-01,202025,793019,3300604,906,202.025,20.2025,793.019,79.3019
2002-02-01,182079,841790,2845483,906,182.079,18.2079,841.79,84.179
2002-03-01,197809,915004,3196509,865,197.809,19.7809,915.004,91.5004
2002-04-01,190092,890410,3056394,863,190.092,19.0092,890.41,89.041
2002-05-01,192344,941515,3026478,863,192.344,19.2344,941.515,94.1515
2002-06-01,184340,938096,2874211,859,184.34,18.434,938.096,93.8096
2002-07-01,189339,1014715,2984856,862,189.339,18.9339,1014.715,101.4715
2002-08-01,187053,1020956,2851132,862,187.053,18.7053,1020.956,102.0956
2002-09-01,178900,913631,2619220,847,178.9,17.89,913.631,91.3631
2002-10-01,185675,970997,2630407,849,185.675,18.5675,970.997,97.0997
2002-11-01,175618,940879,2423383,844,175.618,17.5618,940.879,94.0879
2002-12-01,181949,966736,2387234,850,181.949,18.1949,966.736,96.6736
2003-01-01,179118,934388,2930126,850,179.118,17.9118,934.388,93.4388
2003-02-01,161071,879428,2642052,847,161.071,16.1071,879.428,87.9428
2003-03-01,178038,986940,2872029,861,178.038,17.8038,986.94,98.694
2003-04-01,178794,953138,2807184,866,178.794,17.8794,953.138,95.3138
2003-05-01,177626,931476,2791320,871,177.626,17.7626,931.476,93.1476
2003-06-01,168460,975486,2683426,872,168.46,16.846,975.486,97.5486
2003-07-01,170598,977501,2731152,880,170.598,17.0598,977.501,97.7501
2003-08-01,164903,975077,2564502,879,164.903,16.4903,975.077,97.5077
2003-09-01,159569,919513,2420802,870,159.569,15.9569,919.513,91.9513
2003-10-01,165316,940401,2568555,868,165.316,16.5316,940.401,94.0401
2003-11-01,158034,895751,2477508,869,158.034,15.8034,895.751,89.5751
2003-12-01,157465,890458,2425045,869,157.465,15.7465,890.458,89.0458
2004-01-01,154054,886959,2286844,867,154.054,15.4054,886.959,88.6959
2004-02-01,151595,829865,2206246,871,151.595,15.1595,829.865,82.9865
2004-03-01,170637,898221,2659691,842,170.637,17.0637,898.221,89.8221
2004-04-01,167355,885348,2688014,849,167.355,16.7355,885.348,88.5348
2004-05-01,174365,927083,2846742,853,174.365,17.4365,927.083,92.7083
2004-06-01,173959,923813,2737816,859,173.959,17.3959,923.813,92.3813
2004-07-01,197854,1023640,2941384,868,197.854,19.7854,1023.64,102.364
2004-08-01,191213,991699,2804537,874,191.213,19.1213,991.699,99.1699
2004-09-01,180284,943600,2639092,887,180.284,18.0284,943.6,94.36
2004-10-01,183655,970295,2585030,887,183.655,18.3655,970.295,97.0295
2004-11-01,173821,923240,2476654,887,173.821,17.3821,923.24,92.324
2004-12-01,169951,897401,2496169,885,169.951,16.9951,897.401,89.7401
2005-01-01,172273,915673,2828512,887,172.273,17.2273,915.673,91.5673
2005-02-01,156826,851195,2536574,884,156.826,15.6826,851.195,85.1195
2005-03-01,189175,967429,2981479,893,189.175,18.9175,967.429,96.7429
2005-04-01,187268,954218,2986870,890,187.268,18.7268,954.218,95.4218
2005-05-01,184709,1000528,3063041,887,184.709,18.4709,1000.528,100.0528
2005-06-01,176467,932725,2939692,895,176.467,17.6467,932.725,93.2725
2005-07-01,180515,956766,3084282,896,180.515,18.0515,956.766,95.6766
2005-08-01,181824,934469,2922271,895,181.824,18.1824,934.469,93.4469
2005-09-01,170426,854592,2736571,879,170.426,17.0426,854.592,85.4592
2005-10-01,177808,914077,2984200,876,177.808,17.7808,914.077,91.4077
2005-11-01,171464,863425,2827434,876,171.464,17.1464,863.425,86.3425
2005-12-01,166313,809860,2706496,874,166.313,16.6313,809.86,80.986
2006-01-01,172088,874477,2875298,879,172.088,17.2088,874.477,87.4477
2006-02-01,155811,809460,2594680,881,155.811,15.5811,809.46,80.946
2006-03-01,168895,911625,2862512,892,168.895,16.8895,911.625,91.1625
2006-04-01,163427,867350,2671146,894,163.427,16.3427,867.35,86.735
2006-05-01,167601,915745,2717977,897,167.601,16.7601,915.745,91.5745
2006-06-01,168976,911461,2749433,908,168.976,16.8976,911.461,91.1461
2006-07-01,167149,931496,2736407,911,167.149,16.7149,931.496,93.1496
2006-08-01,167748,927215,2691348,916,167.748,16.7748,927.215,92.7215
2006-09-01,164419,886366,2674517,888,164.419,16.4419,886.366,88.6366
2006-10-01,174420,961735,2804494,909,174.42,17.442,961.735,96.1735
2006-11-01,164736,931288,2620642,913,164.736,16.4736,931.288,93.1288
2006-12-01,164613,933477,2630215,913,164.613,16.4613,933.477,93.3477
2007-01-01,163819,929699,2992696,911,163.819,16.3819,929.699,92.9699
2007-02-01,146846,841486,2685511,915,146.846,14.6846,841.486,84.1486
2007-03-01,166814,968596,3160977,918,166.814,16.6814,968.596,96.8596
2007-04-01,160091,966120,3010292,918,160.091,16.0091,966.12,96.612
2007-05-01,173629,976009,3382763,926,173.629,17.3629,976.009,97.6009
2007-06-01,157058,927638,2856010,934,157.058,15.7058,927.638,92.7638
2007-07-01,161943,957588,2839682,937,161.943,16.1943,957.588,95.7588
2007-08-01,165071,841931,3094215,938,165.071,16.5071,841.931,84.1931
2007-09-01,198945,836507,3023150,916,198.945,19.8945,836.507,83.6507
2007-10-01,165205,957641,2698268,920,165.205,16.5205,957.641,95.7641
2007-11-01,151562,896267,2710620,920,151.562,15.1562,896.267,89.6267
2007-12-01,159262,841682,2818133,919,159.262,15.9262,841.682,84.1682
2008-01-01,156128,916175,2747784,919,156.128,15.6128,916.175,91.6175
2008-02-01,143984,855934,2694098,921,143.984,14.3984,855.934,85.5934
2008-03-01,151784,874347,2766289,913,151.784,15.1784,874.347,87.4347
2008-04-01,139310,857521,2324777,914,139.31,13.931,857.521,85.7521
