Date,scaled_Close
1996-01-02,0.03694191801238146
1996-01-03,0.04681943680199806
1996-01-04,0.05175819619680637
1996-01-05,0.05175819619680637
1996-01-08,0.05669695559161465
1996-01-09,0.05669695559161465
1996-01-10,0.05175819619680637
1996-01-11,0.05175819619680637
1996-01-12,0.05669695559161465
1996-01-15,0.05669695559161465
1996-01-16,0.05669695559161465
1996-01-17,0.05669695559161465
1996-01-18,0.05175819619680637
1996-01-19,0.05175819619680637
1996-01-22,0.04681943680199806
1996-01-23,0.05175819619680637
1996-01-24,0.04681943680199806
1996-01-25,0.05669695559161465
1996-01-26,0.05175819619680637
1996-01-29,0.05175819619680637
1996-01-30,0.05175819619680637
1996-01-31,0.05175819619680637
1996-02-01,0.05175819619680637
1996-02-02,0.05669695559161465
1996-02-05,0.05175819619680637
1996-02-06,0.05669695559161465
1996-02-07,0.05669695559161465
1996-02-08,0.05175819619680637
1996-02-09,0.05175819619680637
1996-02-12,0.05669695559161465
1996-02-13,0.05175819619680637
1996-02-14,0.05175819619680637
1996-02-15,0.05669695559161465
1996-02-16,0.05175819619680637
1996-02-20,0.04681943680199806
1996-02-21,0.04681943680199806
1996-02-22,0.04681943680199806
1996-02-23,0.041880677407189745
1996-02-26,0.04681943680199806
1996-02-27,0.041880677407189745
1996-02-28,0.041880677407189745
1996-02-29,0.041880677407189745
1996-03-01,0.04681943680199806
1996-03-04,0.041880677407189745
1996-03-05,0.041880677407189745
1996-03-06,0.041880677407189745
1996-03-07,0.041880677407189745
1996-03-08,0.041880677407189745
1996-03-11,0.041880677407189745
1996-03-12,0.041880677407189745
1996-03-13,0.041880677407189745
1996-03-14,0.041880677407189745
1996-03-15,0.03694191801238146
1996-03-18,0.04681943680199806
1996-03-19,0.04681943680199806
1996-03-20,0.04681943680199806
1996-03-21,0.04681943680199806
1996-03-22,0.041880677407189745
1996-03-25,0.041880677407189745
1996-03-26,0.03694191801238146
1996-03-27,0.03694191801238146
1996-03-28,0.041880677407189745
1996-03-29,0.03694191801238146
1996-04-01,0.03694191801238146
1996-04-02,0.03694191801238146
1996-04-03,0.041880677407189745
1996-04-04,0.041880677407189745
1996-04-08,0.03694191801238146
1996-04-09,0.041880677407189745
1996-04-10,0.041880677407189745
1996-04-11,0.04681943680199806
1996-04-12,0.041880677407189745
1996-04-15,0.05175819619680637
1996-04-16,0.05175819619680637
1996-04-17,0.04681943680199806
1996-04-18,0.04681943680199806
1996-04-19,0.04681943680199806
1996-04-22,0.05669695559161465
1996-04-23,0.05669695559161465
1996-04-24,0.061635714986422965
1996-04-25,0.06657447438123125
1996-04-26,0.061635714986422965
1996-04-29,0.06657447438123125
1996-04-30,0.06657447438123125
1996-05-01,0.06657447438123125
1996-05-02,0.061635714986422965
1996-05-03,0.05669695559161465
1996-05-06,0.05669695559161465
1996-05-07,0.061635714986422965
1996-05-08,0.061635714986422965
1996-05-09,0.05669695559161465
1996-05-10,0.05669695559161465
1996-05-13,0.061635714986422965
1996-05-14,0.06657447438123125
1996-05-15,0.05669695559161465
1996-05-16,0.05669695559161465
1996-05-17,0.05175819619680637
1996-05-20,0.04681943680199806
1996-05-21,0.04681943680199806
1996-05-22,0.05175819619680637
1996-05-23,0.05669695559161465
1996-05-24,0.05175819619680637
1996-05-28,0.05175819619680637
1996-05-29,0.05175819619680637
1996-05-30,0.04681943680199806
1996-05-31,0.05175819619680637
1996-06-03,0.04681943680199806
1996-06-04,0.05175819619680637
1996-06-05,0.05175819619680637
1996-06-06,0.04681943680199806
1996-06-07,0.04681943680199806
1996-06-10,0.04681943680199806
1996-06-11,0.04681943680199806
1996-06-12,0.04681943680199806
1996-06-13,0.04681943680199806
1996-06-14,0.04681943680199806
1996-06-17,0.04681943680199806
1996-06-18,0.04681943680199806
1996-06-19,0.04681943680199806
1996-06-20,0.04681943680199806
1996-06-21,0.04681943680199806
1996-06-24,0.04681943680199806
1996-06-25,0.04681943680199806
1996-06-26,0.041880677407189745
1996-06-27,0.041880677407189745
1996-06-28,0.04681943680199806
1996-07-01,0.041880677407189745
1996-07-02,0.04681943680199806
1996-07-03,0.05669695559161465
1996-07-05,0.061635714986422965
1996-07-08,0.05669695559161465
1996-07-09,0.061635714986422965
1996-07-10,0.061635714986422965
1996-07-11,0.05669695559161465
1996-07-12,0.04681943680199806
1996-07-15,0.04681943680199806
1996-07-16,0.04681943680199806
1996-07-17,0.05175819619680637
1996-07-18,0.04681943680199806
1996-07-19,0.04681943680199806
1996-07-22,0.05175819619680637
1996-07-23,0.05175819619680637
1996-07-24,0.04681943680199806
1996-07-25,0.04681943680199806
1996-07-26,0.04681943680199806
1996-07-29,0.041880677407189745
